4  12818.5	2.231332e+00	1.214088e-01	2.195663e+00	9.704896e-01	8.152660e-02	-1.020322e+00	-3.166014e-03	-9.040370e-01	6.788990e-01	1.058261e+01	6.690230e+01	7.321615e-01	3.225402e-01	
1  9936.42	2.255134e+00	1.189985e-01	2.125356e+00	9.633308e-01	7.350499e-02	-1.087560e+00	-3.186129e-02	-1.003478e+00	6.765570e-01	9.660660e+00	6.615396e+01	7.286158e-01	3.249150e-01	
1  8968.03	2.253759e+00	1.176993e-01	2.176924e+00	9.599319e-01	7.697964e-02	-1.103485e+00	-5.342372e-02	-9.404612e-01	6.790664e-01	9.960373e+00	6.610336e+01	7.297701e-01	3.224078e-01	
2  8704.92	2.249132e+00	1.166187e-01	2.186243e+00	9.576360e-01	7.806548e-02	-1.008316e+00	-1.114825e-01	-1.011792e+00	6.716566e-01	1.003688e+01	6.509011e+01	7.200440e-01	3.298639e-01	
1  8581.99	2.264917e+00	1.172504e-01	2.268420e+00	9.700346e-01	9.161174e-02	-1.029729e+00	-1.131703e-01	-1.041928e+00	6.819977e-01	1.118204e+01	6.632743e+01	7.459528e-01	3.194666e-01	
1  7178.71	2.267649e+00	1.157360e-01	2.238959e+00	9.672332e-01	8.761948e-02	-1.125354e+00	-1.240998e-01	-1.030911e+00	6.833334e-01	1.076511e+01	6.611294e+01	7.476943e-01	3.181405e-01	
8  6651.66	2.287812e+00	1.137240e-01	2.221135e+00	9.601421e-01	7.624077e-02	-1.031661e+00	-1.123863e-01	-1.043487e+00	6.655151e-01	9.673294e+00	6.390583e+01	7.163807e-01	3.360623e-01	
7  6458.86	2.290845e+00	1.155183e-01	2.292414e+00	9.627550e-01	8.892571e-02	-1.106645e+00	-7.678546e-02	-1.037658e+00	6.631880e-01	1.079459e+01	6.410860e+01	7.449742e-01	3.383794e-01	
35  6094.39	2.282742e+00	1.152084e-01	2.218862e+00	9.734155e-01	8.671905e-02	-1.125947e+00	-1.370581e-01	-1.093400e+00	6.508759e-01	1.058542e+01	6.287904e+01	7.425028e-01	3.507535e-01	
25  6078.16	2.292666e+00	1.163563e-01	2.322934e+00	9.767805e-01	1.053951e-01	-1.163263e+00	-1.978983e-01	-1.115349e+00	6.626771e-01	1.212399e+01	6.425783e+01	7.774163e-01	3.388830e-01	
15  6069.15	2.311997e+00	1.163979e-01	2.297975e+00	9.685679e-01	9.795957e-02	-1.203286e+00	-2.019629e-01	-1.050697e+00	6.633889e-01	1.146140e+01	6.437997e+01	7.721432e-01	3.381653e-01	
