2  12829.5	2.205912e+00	1.174130e-01	2.232330e+00	9.734482e-01	8.752202e-02	-9.685885e-01	-2.564079e-02	-8.363820e-01	6.841285e-01	1.113992e+01	6.644900e+01	7.078366e-01	3.173305e-01	
1  10467	2.211510e+00	1.161758e-01	2.236972e+00	9.722384e-01	8.368886e-02	-9.733115e-01	-1.110474e-01	-8.272529e-01	6.785179e-01	1.072299e+01	6.558710e+01	7.092632e-01	3.229797e-01	
3  9090.96	2.197529e+00	1.128643e-01	2.135079e+00	9.676134e-01	6.627968e-02	-9.826820e-01	-7.669552e-02	-8.401162e-01	6.738973e-01	9.074570e+00	6.430305e+01	6.779229e-01	3.276607e-01	
10  7788.86	2.192848e+00	1.119914e-01	2.122644e+00	9.721942e-01	5.274967e-02	-9.675939e-01	-4.768637e-02	-8.514496e-01	6.605870e-01	7.722000e+00	6.281427e+01	6.690619e-01	3.410456e-01	
4  7287.4	2.202293e+00	1.129700e-01	2.128349e+00	9.717021e-01	5.414646e-02	-1.056084e+00	-5.452008e-02	-8.213144e-01	6.642298e-01	7.839920e+00	6.340660e+01	6.860528e-01	3.373725e-01	
9  6389.83	2.213470e+00	1.109841e-01	2.077418e+00	9.687881e-01	4.568780e-02	-1.065443e+00	-9.763608e-02	-8.761980e-01	6.564992e-01	6.857254e+00	6.225235e+01	6.765672e-01	3.451631e-01	
20  6283.27	2.215171e+00	1.136065e-01	2.017227e+00	9.685739e-01	3.200453e-02	-1.060591e+00	-1.398198e-01	-8.062109e-01	6.308659e-01	5.325699e+00	6.064443e+01	6.718070e-01	3.708858e-01	
1  6236.57	2.251153e+00	1.138089e-01	2.000998e+00	9.704700e-01	4.126820e-02	-1.071315e+00	-1.841257e-01	-8.873592e-01	6.210049e-01	6.300644e+00	5.997410e+01	6.781163e-01	3.807861e-01	
24  6221.05	2.262281e+00	1.154389e-01	2.035871e+00	9.773885e-01	4.895867e-02	-1.065967e+00	-2.351565e-01	-8.073165e-01	6.183480e-01	7.140121e+00	6.014546e+01	6.881460e-01	3.834328e-01	
4  6217.54	2.263330e+00	1.153053e-01	2.022157e+00	9.750232e-01	3.206603e-02	-1.121801e+00	-1.903244e-01	-7.957522e-01	6.414900e-01	5.264633e+00	6.202865e+01	6.915773e-01	3.601843e-01	
30  6185.24	2.295385e+00	1.138023e-01	1.975077e+00	9.670872e-01	2.769121e-02	-1.162429e+00	-2.119663e-01	-7.893236e-01	6.372682e-01	4.643623e+00	6.140174e+01	6.795189e-01	3.644404e-01	
14  6149.28	2.262511e+00	1.166927e-01	2.017551e+00	9.786539e-01	4.277752e-02	-1.218101e+00	-2.149664e-01	-8.229978e-01	6.451323e-01	6.478226e+00	6.265707e+01	7.153583e-01	3.565086e-01	
12  6133.27	2.240825e+00	1.179283e-01	1.958767e+00	9.826254e-01	2.066006e-02	-1.293518e+00	-9.349832e-02	-7.847078e-01	6.439933e-01	3.814323e+00	6.278507e+01	7.127822e-01	3.576409e-01	
1  6126.21	2.227367e+00	1.178499e-01	2.071684e+00	9.796883e-01	4.527455e-02	-1.310789e+00	-2.020374e-01	-7.629734e-01	6.548461e-01	6.834793e+00	6.371612e+01	7.415774e-01	3.467407e-01	
3  6101.4	2.235123e+00	1.181662e-01	2.053799e+00	9.826297e-01	4.378274e-02	-1.349257e+00	-2.322895e-01	-7.337257e-01	6.552734e-01	6.652298e+00	6.384513e+01	7.450415e-01	3.463070e-01	
66  6074.7	2.242568e+00	1.183929e-01	2.173233e+00	9.762493e-01	7.483043e-02	-1.334033e+00	-3.018642e-01	-7.667101e-01	6.567062e-01	9.725937e+00	6.404672e+01	7.699729e-01	3.448643e-01	
120  6066.86	2.240540e+00	1.176634e-01	2.192704e+00	9.718303e-01	7.642532e-02	-1.371033e+00	-2.729080e-01	-7.689338e-01	6.707398e-01	9.865265e+00	6.522304e+01	7.748328e-01	3.307745e-01	
111  6063.47	2.241511e+00	1.175947e-01	2.177778e+00	9.729112e-01	7.338891e-02	-1.369990e+00	-3.072202e-01	-7.764010e-01	6.647281e-01	9.570816e+00	6.462203e+01	7.733004e-01	3.368145e-01	
67  6042.19	2.233442e+00	1.152122e-01	2.151186e+00	9.702980e-01	6.789847e-02	-1.367132e+00	-3.096726e-01	-8.454672e-01	6.831349e-01	9.026840e+00	6.588518e+01	7.644047e-01	3.183492e-01	
144  6038	2.237732e+00	1.145738e-01	2.137587e+00	9.746857e-01	6.618678e-02	-1.356754e+00	-3.575894e-01	-8.755475e-01	6.868954e-01	8.833115e+00	6.613603e+01	7.635097e-01	3.145774e-01	
223  6026.28	2.212812e+00	1.169046e-01	2.129985e+00	9.714808e-01	6.369536e-02	-1.387815e+00	-4.158270e-01	-9.296886e-01	6.845765e-01	8.685715e+00	6.639134e+01	7.831308e-01	3.168850e-01	
32  6023.85	2.213897e+00	1.187356e-01	2.212157e+00	9.745163e-01	8.078108e-02	-1.474698e+00	-3.987928e-01	-9.277662e-01	6.874443e-01	1.031027e+01	6.713556e+01	8.182156e-01	3.139849e-01	
360  6014.44	2.181748e+00	1.171244e-01	2.235584e+00	9.736887e-01	9.012087e-02	-1.564115e+00	-3.819529e-01	-9.888344e-01	7.078234e-01	1.119046e+01	6.895947e+01	8.333322e-01	2.935312e-01	
