10  1e+30	7.288359e+01	2.206562e+00	9.004328e-05	9.000136e-10	1.000185e+04	1.000000e+09	1.042282e+00	1.000000e+00	
3  94.0504	7.252735e+01	2.209374e+00	9.002515e-05	9.000042e-10	1.000094e+04	1.000000e+09	2.165455e+00	3.057722e-01	
5  91.2778	7.177544e+01	2.188444e+00	9.011498e-05	9.000196e-10	1.000117e+04	1.000000e+09	2.093852e+00	3.062506e-01	
13  47.5382	7.239558e+01	2.200861e+00	9.010636e-05	9.000246e-10	1.000106e+04	1.000000e+09	1.775328e+00	3.057629e-01	
5  35.922	7.365549e+01	2.185702e+00	9.006791e-05	9.000190e-10	1.000208e+04	1.000000e+09	1.753066e+00	3.040591e-01	
6  36.7371	7.413663e+01	2.187615e+00	9.017966e-05	9.000146e-10	1.000418e+04	1.000000e+09	1.814843e+00	3.035727e-01	
3  32.9428	7.443105e+01	2.155239e+00	9.006771e-05	8.999964e-10	1.000621e+04	1.000000e+09	1.816835e+00	3.026740e-01	
40  30.5339	7.470322e+01	2.190572e+00	8.998467e-05	8.999955e-10	1.000720e+04	1.000000e+09	1.774974e+00	3.030242e-01	
20  28.6502	7.657208e+01	2.210278e+00	8.995828e-05	8.999953e-10	1.000724e+04	1.000000e+09	1.880423e+00	3.014676e-01	
4  15.7092	7.806557e+01	2.214899e+00	8.992592e-05	8.999923e-10	1.000796e+04	1.000000e+09	1.770929e+00	3.001148e-01	
2  16.3401	7.867556e+01	2.202908e+00	8.979512e-05	8.999918e-10	1.000810e+04	1.000000e+09	1.841721e+00	2.993597e-01	
35  13.4136	7.886571e+01	2.232909e+00	8.985220e-05	9.000153e-10	1.000787e+04	1.000000e+09	1.760490e+00	2.996707e-01	
14  13.9969	7.986932e+01	2.214202e+00	9.004762e-05	9.000392e-10	1.001008e+04	1.000000e+09	1.865517e+00	2.984809e-01	
1  14.9458	8.015155e+01	2.208200e+00	9.006667e-05	9.000411e-10	1.001012e+04	1.000000e+09	1.906471e+00	2.981434e-01	
2  10.0207	8.055388e+01	2.203582e+00	9.010568e-05	9.000510e-10	1.001018e+04	1.000000e+09	1.820585e+00	2.977298e-01	
6  9.06935	8.116119e+01	2.204403e+00	9.031085e-05	9.000410e-10	1.000910e+04	1.000000e+09	1.829916e+00	2.972359e-01	
1  8.2003	8.206868e+01	2.178505e+00	9.030742e-05	9.000485e-10	1.000854e+04	1.000000e+09	1.871706e+00	2.961154e-01	
8  12.8979	8.144464e+01	2.149781e+00	9.024605e-05	9.000313e-10	1.000851e+04	1.000000e+09	1.983411e+00	2.961799e-01	
3  13.2794	8.263934e+01	2.142060e+00	9.039484e-05	9.000299e-10	1.001053e+04	1.000000e+09	2.074823e+00	2.951366e-01	
1  12.5439	8.239542e+01	2.126494e+00	9.050816e-05	9.000269e-10	1.001004e+04	1.000000e+09	2.051750e+00	2.950933e-01	
