1  3062.25	6.721204e+01	1.528582e+00	4.114248e-01	3.586144e-01	
2  2753.14	6.762505e+01	2.019666e+00	5.752727e-01	5.921685e-01	
11  2693.95	6.780313e+01	2.337479e+00	6.700501e-01	6.162170e-01	
32  2572.42	6.822439e+01	2.307852e+00	5.483910e-01	4.442120e-01	
4  2398.35	6.858036e+01	1.070624e+00	8.294971e-01	3.492216e-02	
1880  438.532	6.842770e+01	2.365424e-01	6.710671e-01	6.740605e-02	
1352  426.142	6.889782e+01	9.735030e-01	1.768650e-01	5.354652e-02	
5773  416.581	6.911778e+01	3.476478e-01	7.076735e-01	3.098582e-02	
738  397.691	6.959173e+01	3.336900e-01	7.526061e-01	2.679921e-02	
9.021e+04  362.657	7.031449e+01	1.888028e-02	1.520997e+00	9.680467e-02	
