14  2221.23	6.673852e+01	4.232779e-02	5.740462e-01	5.654513e-01	
26  911.36	6.811750e+01	2.287973e-01	2.985589e-01	2.172947e-01	
77  711.674	6.765503e+01	2.772116e-01	3.145844e-01	1.423083e-01	
133  709.103	6.786941e+01	3.091131e-01	3.870922e-01	8.011077e-02	
78  580.405	6.829086e+01	2.579284e-01	5.372108e-01	8.032653e-02	
454  428.581	6.876408e+01	9.298171e-01	5.024654e-01	1.320450e-02	
6666  417.121	6.911039e+01	6.938103e-01	3.147187e-01	4.198187e-02	
4982  392.107	6.888257e+01	1.019146e+00	4.249577e-01	1.658047e-02	
6744  371.023	6.895536e+01	1.653352e+00	2.568218e-01	3.814872e-02	
2.785e+04  346.133	6.886084e+01	1.857131e+00	2.053102e-01	5.913941e-01	
5.297e+04  346.224	6.794513e+01	1.794013e+00	2.926801e-01	3.158082e-02	
