2  1e+30	7.350342e+01	2.238073e+00	9.006570e-05	9.000007e-10	1.000028e+04	1.000000e+09	1.204531e+00	1.000000e+00	
3  2502.43	7.422585e+01	2.242107e+00	9.001583e-05	8.999985e-10	1.000039e+04	1.000000e+09	1.811271e+00	3.044661e-01	
23  2468.38	7.473485e+01	2.269173e+00	9.005906e-05	9.000086e-10	9.999834e+03	1.000000e+09	1.897008e+00	3.043983e-01	
29  1714.37	7.602821e+01	2.264857e+00	8.999734e-05	9.000058e-10	9.999943e+03	1.000000e+09	1.753227e+00	3.029531e-01	
1  1706.21	7.657766e+01	2.281362e+00	9.014277e-05	8.999964e-10	1.000211e+04	1.000000e+09	1.852718e+00	3.026743e-01	
1  1379.22	7.793168e+01	2.303810e+00	9.012533e-05	8.999885e-10	1.000290e+04	1.000000e+09	1.894830e+00	3.017038e-01	
8  1165.32	7.809231e+01	2.299673e+00	9.013789e-05	8.999984e-10	1.000246e+04	1.000000e+09	1.763752e+00	3.014801e-01	
7  965.469	7.977034e+01	2.303030e+00	9.028698e-05	8.999975e-10	1.000135e+04	1.000000e+09	1.884260e+00	2.999630e-01	
7  881.288	8.064612e+01	2.280128e+00	9.027367e-05	8.999845e-10	1.000066e+04	1.000000e+09	1.946555e+00	2.988291e-01	
19  643.276	8.192974e+01	2.280011e+00	9.025139e-05	8.999732e-10	9.999750e+03	1.000000e+09	1.804833e+00	2.977374e-01	
