2  25155.5	1.715262e+00	1.211333e-01	1.973245e+00	8.912325e-01	1.277876e-01	6.040605e-01	1.677481e+01	5.909823e+01	7.784920e-01	3.977840e-01	
4  21091.4	1.403790e+00	1.170337e-01	1.994189e+00	8.923849e-01	9.433016e-02	6.238948e-01	1.530643e+01	5.903365e+01	7.884827e-01	3.779537e-01	
2  17175.8	1.783151e+00	1.293201e-01	2.072403e+00	8.904259e-01	9.646604e-02	6.225725e-01	1.370889e+01	6.244040e+01	8.347325e-01	3.790798e-01	
2  14171.4	2.024584e+00	1.218773e-01	1.997008e+00	8.905581e-01	8.875599e-02	6.380512e-01	1.169022e+01	6.266267e+01	7.774385e-01	3.635894e-01	
8  12340.8	1.765341e+00	1.082175e-01	1.976856e+00	8.879857e-01	8.708663e-02	6.280616e-01	1.216190e+01	5.817376e+01	7.234225e-01	3.738420e-01	
4  11777.7	1.631649e+00	1.034474e-01	1.917489e+00	8.869066e-01	5.951058e-02	6.495560e-01	9.646271e+00	5.845931e+01	7.023043e-01	3.523290e-01	
1  11291.1	1.767283e+00	1.207914e-01	1.937666e+00	8.836730e-01	3.844352e-02	6.544436e-01	7.005356e+00	6.330081e+01	7.780081e-01	3.471641e-01	
15  9769.44	2.084749e+00	1.062302e-01	1.928912e+00	8.863305e-01	5.494304e-02	6.668704e-01	7.821671e+00	6.176295e+01	6.957827e-01	3.348184e-01	
2  8997.03	2.431837e+00	1.167086e-01	1.884312e+00	8.945841e-01	3.177970e-02	6.688890e-01	4.858932e+00	6.526259e+01	7.191937e-01	3.326235e-01	
20  6514.92	2.311307e+00	1.231219e-01	2.051000e+00	8.962231e-01	3.264709e-02	6.644372e-01	5.214798e+00	6.601441e+01	7.856731e-01	3.370410e-01	
5  6386.62	2.299475e+00	1.212309e-01	2.036337e+00	9.192765e-01	3.677822e-02	6.567188e-01	5.683670e+00	6.481810e+01	7.792904e-01	3.448145e-01	
699  6221.08	2.304324e+00	1.200423e-01	1.958517e+00	9.236080e-01	7.448901e-03	6.769398e-01	1.582005e+00	6.655123e+01	7.649850e-01	3.245147e-01	
93  6197.95	2.327703e+00	1.251942e-01	2.004770e+00	9.341457e-01	1.854070e-02	6.776592e-01	3.403358e+00	6.786777e+01	7.998446e-01	3.237394e-01	
322  6175.95	2.396934e+00	1.242871e-01	2.047781e+00	9.386281e-01	2.347711e-02	6.693361e-01	3.981728e+00	6.695969e+01	7.992210e-01	3.321007e-01	
97  6130.74	2.147732e+00	1.202619e-01	2.116849e+00	9.398961e-01	5.469822e-02	6.644432e-01	7.935379e+00	6.499232e+01	8.066328e-01	3.370819e-01	
193  6099.41	2.291258e+00	1.230686e-01	2.151462e+00	9.457825e-01	5.861216e-02	6.592027e-01	8.045578e+00	6.544859e+01	8.186361e-01	3.423012e-01	
696  6074.44	2.257396e+00	1.227858e-01	2.068194e+00	9.517145e-01	4.449107e-02	6.591769e-01	6.647385e+00	6.530668e+01	8.049604e-01	3.423335e-01	
194  6064.92	2.324722e+00	1.251488e-01	2.147138e+00	9.534139e-01	6.055762e-02	6.568633e-01	8.199295e+00	6.576237e+01	8.274682e-01	3.446263e-01	
722  6051.71	2.216072e+00	1.231656e-01	2.101885e+00	9.468140e-01	4.831428e-02	6.577156e-01	7.152054e+00	6.515962e+01	8.138024e-01	3.438017e-01	
1471  6041.94	2.289508e+00	1.241940e-01	2.086827e+00	9.569731e-01	4.330285e-02	6.612046e-01	6.479630e+00	6.589030e+01	8.156076e-01	3.402792e-01	
2493  6030.76	2.266343e+00	1.206248e-01	2.116460e+00	9.539743e-01	5.551468e-02	6.766783e-01	7.754990e+00	6.657142e+01	8.090858e-01	3.247753e-01	
715  6021.75	2.278791e+00	1.195536e-01	2.103979e+00	9.526319e-01	5.228000e-02	6.866343e-01	7.385086e+00	6.739693e+01	8.032223e-01	3.147839e-01	
800  6017.1	2.319281e+00	1.220709e-01	2.106401e+00	9.623899e-01	5.293349e-02	6.821692e-01	7.409653e+00	6.760528e+01	8.153565e-01	3.192403e-01	
2361  6008.94	2.238128e+00	1.197330e-01	2.101516e+00	9.665716e-01	5.167352e-02	6.947092e-01	7.419479e+00	6.822789e+01	8.126450e-01	3.066746e-01	
2130  6006.72	2.282211e+00	1.195012e-01	2.051303e+00	9.656644e-01	3.895386e-02	6.922322e-01	5.957413e+00	6.800275e+01	7.981695e-01	3.091608e-01	
3.917e+04  6001.91	2.270019e+00	1.192847e-01	2.034157e+00	9.635188e-01	3.850850e-02	6.911402e-01	5.924423e+00	6.780166e+01	7.935042e-01	3.102611e-01	
2.404e+04  6002.76	2.217559e+00	1.182571e-01	2.000237e+00	9.703051e-01	2.967876e-02	6.934859e-01	4.953690e+00	6.768756e+01	7.875376e-01	3.079201e-01	
5650  6008.48	2.179744e+00	1.196277e-01	2.004463e+00	9.681791e-01	3.175932e-02	6.819956e-01	5.281479e+00	6.668784e+01	7.932531e-01	3.194530e-01	
4872  6005.6	2.187280e+00	1.200197e-01	2.083917e+00	9.710004e-01	4.979783e-02	6.814725e-01	7.331039e+00	6.674309e+01	8.110080e-01	3.199736e-01	
2225  6007.83	2.268741e+00	1.203251e-01	2.060594e+00	9.666277e-01	4.076859e-02	6.926247e-01	6.197464e+00	6.821069e+01	8.052450e-01	3.087599e-01	
1000  6005.49	2.199014e+00	1.202406e-01	2.006460e+00	9.693417e-01	3.162387e-02	6.851179e-01	5.243576e+00	6.720827e+01	7.967782e-01	3.163083e-01	
6711  6002.44	2.277537e+00	1.182882e-01	2.041450e+00	9.631356e-01	3.857802e-02	6.971554e-01	5.908981e+00	6.824919e+01	7.912117e-01	3.042276e-01	
3.007e+04  5998.35	2.244686e+00	1.195302e-01	2.048881e+00	9.635695e-01	4.080384e-02	6.908663e-01	6.231857e+00	6.776976e+01	7.989686e-01	3.105363e-01	
4.552e+04  5998.12	2.250131e+00	1.191665e-01	2.052421e+00	9.754202e-01	4.290105e-02	6.948207e-01	6.450150e+00	6.813309e+01	8.023455e-01	3.065670e-01	
1.974e+04  5998.88	2.242345e+00	1.181211e-01	1.996711e+00	9.736093e-01	2.935579e-02	7.000433e-01	4.879990e+00	6.845067e+01	7.876750e-01	3.013315e-01	
