2  27155.3	2.276816e+00	1.569525e-01	1.991630e+00	8.980100e-01	7.677924e-02	6.086976e-01	1.053629e+01	6.777083e+01	9.011290e-01	3.927050e-01	
1  18866.8	1.891640e+00	1.415692e-01	2.081271e+00	8.980643e-01	8.593317e-02	6.105222e-01	1.249460e+01	6.419137e+01	8.814030e-01	3.910412e-01	
1  16598.7	1.952110e+00	1.399432e-01	2.174465e+00	9.103924e-01	1.074964e-01	6.144164e-01	1.428024e+01	6.430911e+01	8.954956e-01	3.871412e-01	
5  13281.2	2.110118e+00	1.366349e-01	2.269200e+00	9.168214e-01	1.295691e-01	6.126191e-01	1.536258e+01	6.381113e+01	8.918747e-01	3.889629e-01	
3  7594.19	2.243556e+00	1.326777e-01	2.312702e+00	9.149101e-01	1.094179e-01	6.135999e-01	1.299435e+01	6.335863e+01	8.740291e-01	3.880048e-01	
3  6872.68	2.335939e+00	1.336589e-01	2.251659e+00	9.158072e-01	8.207656e-02	6.273095e-01	1.035098e+01	6.490840e+01	8.661271e-01	3.742196e-01	
155  6379.31	2.466266e+00	1.342765e-01	2.226407e+00	9.118048e-01	5.571253e-02	6.072470e-01	7.558456e+00	6.361443e+01	8.493143e-01	3.943449e-01	
41  6319.62	2.475262e+00	1.361094e-01	2.266189e+00	9.166829e-01	6.035738e-02	6.171559e-01	8.029434e+00	6.482100e+01	8.689585e-01	3.843772e-01	
5  6315.31	2.310021e+00	1.295983e-01	2.265835e+00	9.148834e-01	7.460338e-02	6.107457e-01	9.642410e+00	6.263264e+01	8.464259e-01	3.908965e-01	
139  6280.38	2.282984e+00	1.345510e-01	2.303129e+00	9.168587e-01	8.034556e-02	6.146294e-01	1.036502e+01	6.390527e+01	8.794114e-01	3.869480e-01	
684  6204.14	2.283209e+00	1.320781e-01	2.313270e+00	9.143977e-01	8.034520e-02	6.071180e-01	1.030325e+01	6.279266e+01	8.670278e-01	3.945158e-01	
598  6188.54	2.277579e+00	1.332850e-01	2.293502e+00	9.145184e-01	7.672765e-02	6.059220e-01	1.001266e+01	6.292972e+01	8.688205e-01	3.957047e-01	
956  6165.29	2.293842e+00	1.329392e-01	2.317730e+00	9.202394e-01	8.356527e-02	6.139122e-01	1.058682e+01	6.354024e+01	8.749932e-01	3.876834e-01	
1234  6102.61	2.278037e+00	1.313140e-01	2.334858e+00	9.339099e-01	9.046586e-02	6.207255e-01	1.121397e+01	6.374066e+01	8.779025e-01	3.808601e-01	
122  6093.1	2.178597e+00	1.272626e-01	2.295336e+00	9.338253e-01	8.620319e-02	6.394853e-01	1.105850e+01	6.429874e+01	8.631303e-01	3.620728e-01	
364  6086.32	2.162992e+00	1.281221e-01	2.317971e+00	9.425674e-01	9.330770e-02	6.346813e-01	1.177444e+01	6.402512e+01	8.737242e-01	3.668902e-01	
912  6083.71	2.263436e+00	1.301188e-01	2.345661e+00	9.461788e-01	9.262663e-02	6.405437e-01	1.142770e+01	6.518865e+01	8.855508e-01	3.609722e-01	
84  6078.18	2.252442e+00	1.309688e-01	2.328299e+00	9.529333e-01	9.190015e-02	6.291364e-01	1.141788e+01	6.433355e+01	8.855752e-01	3.724201e-01	
642  6048.14	2.156627e+00	1.250033e-01	2.363475e+00	9.513855e-01	1.055986e-01	6.487425e-01	1.278659e+01	6.459653e+01	8.744422e-01	3.528013e-01	
887  6044.69	2.202241e+00	1.259816e-01	2.424908e+00	9.544102e-01	1.189841e-01	6.545965e-01	1.375381e+01	6.545961e+01	8.907187e-01	3.469069e-01	
