6  19166.4	1.849095e+00	9.599892e-02	2.097985e+00	8.910599e-01	9.144708e-02	6.064245e-01	1.178006e+01	5.393486e+01	6.770773e-01	3.957900e-01	
22  9729.66	2.201708e+00	1.161991e-01	2.001353e+00	8.935421e-01	7.104347e-02	6.142780e-01	9.298477e+00	5.986076e+01	7.383475e-01	3.875197e-01	
14  6977.94	2.158987e+00	1.260968e-01	2.086534e+00	9.046122e-01	5.637732e-02	6.173412e-01	8.176132e+00	6.212477e+01	8.041167e-01	3.843279e-01	
13  6828.62	2.085876e+00	1.247900e-01	2.087110e+00	9.078699e-01	5.284899e-02	6.007950e-01	7.950119e+00	6.040257e+01	7.990930e-01	4.009707e-01	
37  6502.73	2.055071e+00	1.267521e-01	2.068871e+00	9.171656e-01	4.174201e-02	6.266820e-01	6.806015e+00	6.281540e+01	8.157966e-01	3.749506e-01	
23  6142.26	2.218440e+00	1.318654e-01	2.125161e+00	9.298130e-01	4.063880e-02	6.256002e-01	6.415756e+00	6.414500e+01	8.436561e-01	3.759654e-01	
4311  6071.94	2.276835e+00	1.294387e-01	2.086982e+00	9.386436e-01	3.454195e-02	6.360550e-01	5.562943e+00	6.466949e+01	8.278325e-01	3.654853e-01	
4196  6060.29	2.245895e+00	1.275678e-01	2.190839e+00	9.438926e-01	6.620161e-02	6.404690e-01	8.986130e+00	6.459757e+01	8.441297e-01	3.610748e-01	
682  6051.66	2.284415e+00	1.259187e-01	2.173548e+00	9.459671e-01	6.240567e-02	6.498525e-01	8.487778e+00	6.518112e+01	8.341900e-01	3.516638e-01	
2  6052.15	2.175738e+00	1.208371e-01	2.120927e+00	9.488253e-01	5.593862e-02	6.691092e-01	8.010483e+00	6.564611e+01	8.125199e-01	3.323856e-01	
1899  6038.22	2.137886e+00	1.225935e-01	2.152452e+00	9.552777e-01	6.070861e-02	6.651700e-01	8.630966e+00	6.557334e+01	8.301348e-01	3.363282e-01	
3548  6017.86	2.326661e+00	1.221145e-01	2.255321e+00	9.576300e-01	8.386903e-02	6.798173e-01	1.028360e+01	6.738373e+01	8.412071e-01	3.216015e-01	
12  6008.48	2.268199e+00	1.201783e-01	2.317484e+00	9.546018e-01	9.846853e-02	6.878231e-01	1.166214e+01	6.764806e+01	8.478033e-01	3.135846e-01	
2.275e+04  5996.34	2.230499e+00	1.192111e-01	2.271955e+00	9.650837e-01	9.115509e-02	6.911421e-01	1.113852e+01	6.768985e+01	8.410788e-01	3.102638e-01	
2.449e+04  5991.53	2.242591e+00	1.187012e-01	2.304868e+00	9.712631e-01	1.006442e-01	6.970020e-01	1.189236e+01	6.824728e+01	8.475625e-01	3.043810e-01	
1.081e+05  5989.79	2.247435e+00	1.189318e-01	2.323197e+00	9.717590e-01	1.058065e-01	6.931968e-01	1.230649e+01	6.788976e+01	8.507771e-01	3.082009e-01	
2.416e+04  5991.13	2.245091e+00	1.186859e-01	2.289714e+00	9.745001e-01	1.001150e-01	6.955461e-01	1.183902e+01	6.808626e+01	8.450964e-01	3.058435e-01	
1.308e+04  5992.75	2.272284e+00	1.172622e-01	2.249321e+00	9.718528e-01	9.179353e-02	7.013394e-01	1.101218e+01	6.846235e+01	8.294659e-01	3.000350e-01	
1.933e+04  5991.79	2.248951e+00	1.176417e-01	2.247663e+00	9.750816e-01	9.022537e-02	6.991712e-01	1.096024e+01	6.825078e+01	8.329223e-01	3.022118e-01	
5.951e+04  5989.97	2.239057e+00	1.175408e-01	2.301483e+00	9.741838e-01	1.015741e-01	7.015626e-01	1.194992e+01	6.847482e+01	8.433850e-01	2.998113e-01	
