2  20166.3	1.678123e+00	1.033640e-01	1.914203e+00	8.883241e-01	1.240815e-01	6.108165e-01	1.589182e+01	5.556177e+01	6.908242e-01	3.912702e-01	
2  18617.6	1.655351e+00	9.239885e-02	1.949445e+00	8.742649e-01	1.021000e-01	6.049465e-01	1.352219e+01	5.251585e+01	6.428878e-01	3.973893e-01	
3  17648.8	1.508983e+00	1.022362e-01	1.957434e+00	8.704215e-01	1.058414e-01	5.836345e-01	1.517166e+01	5.308354e+01	6.940285e-01	4.186516e-01	
1  15523.4	1.314330e+00	1.033604e-01	2.068984e+00	8.653032e-01	8.219316e-02	6.009075e-01	1.395456e+01	5.402976e+01	7.331505e-01	4.012993e-01	
1  15125.3	1.452840e+00	1.099422e-01	2.025926e+00	8.538929e-01	8.386758e-02	5.953585e-01	1.350569e+01	5.546234e+01	7.440122e-01	4.067357e-01	
2  11856.6	1.974971e+00	1.181640e-01	1.976899e+00	8.472066e-01	6.696850e-02	6.038949e-01	9.617142e+00	5.900631e+01	7.416100e-01	3.979553e-01	
5  10141.5	2.108026e+00	1.214569e-01	1.984085e+00	8.558154e-01	5.570295e-02	6.050279e-01	8.134720e+00	6.007321e+01	7.519276e-01	3.967572e-01	
12  9015.33	1.803130e+00	1.305302e-01	2.125966e+00	8.560827e-01	4.221227e-02	6.073010e-01	7.557053e+00	6.150682e+01	8.356888e-01	3.944018e-01	
15  7547.68	1.838775e+00	1.244561e-01	2.097393e+00	8.664335e-01	2.969822e-02	6.144359e-01	5.673843e+00	6.086709e+01	8.064378e-01	3.873030e-01	
2  7422.08	2.103841e+00	1.240284e-01	2.115082e+00	8.678594e-01	3.607448e-02	5.940664e-01	5.959518e+00	5.978008e+01	7.881569e-01	4.077362e-01	
61  6749.7	2.246134e+00	1.377807e-01	2.127580e+00	8.611698e-01	2.002150e-02	5.897449e-01	3.765892e+00	6.249731e+01	8.377252e-01	4.119044e-01	
276  6667.41	2.271727e+00	1.317625e-01	2.055583e+00	8.674129e-01	9.075012e-03	6.005402e-01	1.922428e+00	6.218695e+01	8.018641e-01	4.011256e-01	
48  6592.84	2.263425e+00	1.308123e-01	2.110539e+00	8.705982e-01	2.447008e-02	6.178812e-01	4.314430e+00	6.336936e+01	8.142331e-01	3.837230e-01	
