1  17624.7	1.918061e+00	1.393963e-01	2.017301e+00	8.836131e-01	7.865788e-02	5.705874e-01	1.155826e+01	6.076906e+01	8.415638e-01	4.311571e-01	
3  11045.8	1.893005e+00	1.130327e-01	1.970822e+00	8.816746e-01	6.466824e-02	5.685115e-01	9.502029e+00	5.530203e+01	7.225506e-01	4.335949e-01	
10  8765.42	2.293859e+00	1.289592e-01	2.091504e+00	8.910622e-01	7.373078e-02	5.711305e-01	9.575027e+00	5.951317e+01	7.947001e-01	4.306883e-01	
1  7490.43	2.394988e+00	1.324377e-01	2.142269e+00	8.939014e-01	6.628034e-02	5.780035e-01	8.691330e+00	6.087609e+01	8.161593e-01	4.237348e-01	
82  6399.93	2.139474e+00	1.378314e-01	2.306112e+00	9.006129e-01	6.199203e-02	5.764175e-01	9.035965e+00	6.131097e+01	8.867132e-01	4.252962e-01	
57  6368.32	2.132988e+00	1.382064e-01	2.262774e+00	8.992489e-01	6.269479e-02	5.679088e-01	9.132828e+00	6.076339e+01	8.774774e-01	4.338360e-01	
1087  6270.16	2.244218e+00	1.400294e-01	2.360351e+00	9.081256e-01	8.178168e-02	5.645443e-01	1.072580e+01	6.108249e+01	8.993605e-01	4.371823e-01	
1450  6261.09	2.311749e+00	1.374430e-01	2.306953e+00	9.062144e-01	7.247205e-02	5.838243e-01	9.598190e+00	6.211277e+01	8.790116e-01	4.178455e-01	
801  6250.4	2.295078e+00	1.381759e-01	2.344613e+00	9.154686e-01	8.484672e-02	5.738908e-01	1.080862e+01	6.149266e+01	8.902862e-01	4.278128e-01	
28  6228.19	2.118561e+00	1.338320e-01	2.355546e+00	9.231974e-01	8.509197e-02	5.915158e-01	1.131119e+01	6.160315e+01	8.908508e-01	4.101817e-01	
213  6132.91	2.205302e+00	1.318789e-01	2.425701e+00	9.330235e-01	1.114023e-01	6.146572e-01	1.328354e+01	6.320345e+01	8.997564e-01	3.869555e-01	
731  6089.17	2.213484e+00	1.302036e-01	2.375727e+00	9.391649e-01	1.027847e-01	6.233752e-01	1.247495e+01	6.359901e+01	8.866028e-01	3.782174e-01	
113  6081.84	2.197113e+00	1.297858e-01	2.345292e+00	9.415113e-01	9.256378e-02	6.322692e-01	1.163406e+01	6.424056e+01	8.837471e-01	3.692918e-01	
517  6059.63	2.294195e+00	1.278017e-01	2.340170e+00	9.464257e-01	9.809467e-02	6.487035e-01	1.173795e+01	6.550623e+01	8.740177e-01	3.527977e-01	
2137  6047.47	2.258883e+00	1.243278e-01	2.347666e+00	9.441332e-01	1.031219e-01	6.628901e-01	1.218997e+01	6.601609e+01	8.640019e-01	3.385880e-01	
1328  6023.91	2.200694e+00	1.229252e-01	2.459398e+00	9.593207e-01	1.286692e-01	6.724647e-01	1.444028e+01	6.652016e+01	8.887480e-01	3.289911e-01	
3181  6020.46	2.217442e+00	1.237417e-01	2.418685e+00	9.566665e-01	1.200586e-01	6.612140e-01	1.370889e+01	6.562796e+01	8.800528e-01	3.402817e-01	
123  6021.11	2.167168e+00	1.189119e-01	2.397246e+00	9.655498e-01	1.201565e-01	6.832454e-01	1.376926e+01	6.662018e+01	8.639374e-01	3.182061e-01	
420  6015.68	2.265050e+00	1.223230e-01	2.424007e+00	9.638494e-01	1.190904e-01	6.816336e-01	1.341129e+01	6.748089e+01	8.796236e-01	3.197811e-01	
346  6008.38	2.299628e+00	1.196877e-01	2.332293e+00	9.599424e-01	1.016659e-01	6.938644e-01	1.181235e+01	6.827012e+01	8.495992e-01	3.075178e-01	
279  6013.43	2.247820e+00	1.186998e-01	2.265206e+00	9.632092e-01	9.380623e-02	6.966530e-01	1.129855e+01	6.822031e+01	8.372423e-01	3.047312e-01	
5065  5995.49	2.235261e+00	1.172435e-01	2.313833e+00	9.715656e-01	1.030157e-01	7.019959e-01	1.207346e+01	6.844245e+01	8.435857e-01	2.993793e-01	
1.609e+04  5994.43	2.196564e+00	1.178450e-01	2.289253e+00	9.765157e-01	1.007880e-01	6.965476e-01	1.203836e+01	6.787735e+01	8.445480e-01	3.048506e-01	
8770  5994.12	2.252080e+00	1.177210e-01	2.367839e+00	9.732304e-01	1.156249e-01	6.985437e-01	1.304630e+01	6.820663e+01	8.543049e-01	3.028410e-01	
7851  5990.65	2.264577e+00	1.176461e-01	2.344904e+00	9.696118e-01	1.113113e-01	7.010016e-01	1.265604e+01	6.849862e+01	8.486180e-01	3.003714e-01	
7.91e+04  5990.99	2.261373e+00	1.192736e-01	2.286737e+00	9.701600e-01	9.781923e-02	6.921651e-01	1.160739e+01	6.789109e+01	8.441849e-01	3.092325e-01	
2.069e+04  5994.03	2.224662e+00	1.166600e-01	2.236383e+00	9.700133e-01	8.926384e-02	7.033096e-01	1.093076e+01	6.842419e+01	8.268564e-01	2.980664e-01	
1.088e+04  5995.49	2.202383e+00	1.190994e-01	2.289550e+00	9.731745e-01	9.988075e-02	6.895251e-01	1.197519e+01	6.741958e+01	8.475421e-01	3.118922e-01	
7.351e+04  5991.71	2.237024e+00	1.177606e-01	2.297101e+00	9.708744e-01	1.023597e-01	6.981178e-01	1.202573e+01	6.813154e+01	8.417075e-01	3.032700e-01	
1.223e+04  5991.75	2.254495e+00	1.165554e-01	2.270324e+00	9.742077e-01	9.552901e-02	7.088507e-01	1.136874e+01	6.912038e+01	8.337531e-01	2.924977e-01	
