1  2119.38	6.706968e+01	5.063273e-01	
8  1966.62	6.704715e+01	3.828413e-01	
65  1144.92	6.687169e+01	2.257012e-01	
57  1083.9	6.652797e+01	2.193231e-01	
154  894.965	6.722513e+01	2.099899e-01	
79  888.412	6.671231e+01	2.074682e-01	
180  821.434	6.680003e+01	2.036210e-01	
43  717.576	6.810045e+01	2.012974e-01	
265  688.285	6.910906e+01	2.025868e-01	
57  632.499	6.965728e+01	1.998141e-01	
186  542.566	7.038444e+01	1.845732e-01	
348  521.414	7.153818e+01	1.918795e-01	
729  521.197	7.132367e+01	1.903693e-01	
473  520.13	7.143038e+01	1.906207e-01	
91  517.466	7.173119e+01	1.914371e-01	
466  506.012	7.275460e+01	1.923317e-01	
1369  494.859	7.410527e+01	1.920715e-01	
249  485.658	7.546839e+01	1.942398e-01	
437  483.082	7.590130e+01	1.951240e-01	
79  480.238	7.653169e+01	1.960216e-01	
221  478.845	7.675324e+01	1.969934e-01	
1084  476.223	7.751236e+01	1.982583e-01	
90  477.379	7.808023e+01	1.971996e-01	
297  475.273	7.871216e+01	1.987578e-01	
324  475.288	7.882367e+01	2.038274e-01	
280  474.883	7.860936e+01	1.989405e-01	
598  474.938	7.961769e+01	2.000796e-01	
50  473.241	7.952597e+01	2.013025e-01	
507  473.12	7.905402e+01	2.012732e-01	
320  473.179	7.995294e+01	2.046105e-01	
301  478.182	8.094658e+01	2.099224e-01	
936  477.489	8.208384e+01	2.051713e-01	
1298  476.072	8.182338e+01	2.088770e-01	
# After 33 accepted steps: update proposal with max(R-1) = 0.000000 and jumping factor = 2.400000 
473  474.989	8.120183e+01	2.038536e-01	
2  472.766	7.995928e+01	2.031689e-01	
9  473.127	7.899816e+01	2.015767e-01	
1  472.991	8.003869e+01	2.044064e-01	
3  473.052	7.974807e+01	2.040308e-01	
4  473.712	7.885215e+01	2.024669e-01	
1  474.167	7.918858e+01	1.999804e-01	
1  474.596	8.082069e+01	2.029490e-01	
4  472.967	8.035128e+01	2.038273e-01	
4  473.615	7.864806e+01	2.013350e-01	
# After 43 accepted steps: update proposal with max(R-1) = 0.000000 and jumping factor = 2.400000 
3  473.714	8.100020e+01	2.050755e-01	
2  474.7	7.973174e+01	2.004103e-01	
8  476.007	7.960491e+01	1.995089e-01	
3  473.602	8.049867e+01	2.030009e-01	
2  473.943	8.087826e+01	2.065089e-01	
4  473.131	7.990186e+01	2.044499e-01	
1  473.489	7.963330e+01	2.043845e-01	
2  473.463	8.010780e+01	2.021286e-01	
2  473.892	8.112168e+01	2.054830e-01	
2  473.441	7.962760e+01	2.043160e-01	
6  473.498	8.009922e+01	2.052699e-01	
4  474.747	8.129391e+01	2.075525e-01	
4  473.121	7.900578e+01	2.016394e-01	
4  473.934	8.055070e+01	2.063390e-01	
4  473.418	8.061447e+01	2.056072e-01	
2  476.044	8.139504e+01	2.089705e-01	
5  475.126	8.146925e+01	2.048111e-01	
3  474.312	8.124545e+01	2.049758e-01	
7  472.959	8.036361e+01	2.040000e-01	
5  473.154	7.912505e+01	2.024833e-01	
2  474.96	7.827840e+01	2.017972e-01	
2  473.931	7.993459e+01	2.054421e-01	
3  473.344	8.065762e+01	2.040528e-01	
7  473.084	7.944531e+01	2.014322e-01	
4  473.121	7.901521e+01	2.017747e-01	
4  473.076	7.989330e+01	2.021631e-01	
5  473.291	7.932643e+01	2.009968e-01	
3  474.986	7.810203e+01	1.988410e-01	
4  477.815	7.803046e+01	1.969734e-01	
5  479.039	7.766251e+01	1.962610e-01	
2  474.327	7.900262e+01	1.996604e-01	
1  473.316	7.998505e+01	2.020261e-01	
7  473.176	7.915332e+01	2.026392e-01	
1  474.38	8.102898e+01	2.071285e-01	
2  475.729	8.030637e+01	2.009362e-01	
1  475.436	8.145580e+01	2.043928e-01	
1  473.795	7.945817e+01	2.006288e-01	
2  473.603	7.894003e+01	2.003217e-01	
1  472.804	8.010817e+01	2.036458e-01	
7  472.916	7.969400e+01	2.020799e-01	
1  473.083	8.051591e+01	2.044570e-01	
8  473.059	7.999732e+01	2.044812e-01	
10  472.946	7.966417e+01	2.036510e-01	
2  474.033	8.052398e+01	2.026026e-01	
1  474.522	8.074725e+01	2.071425e-01	
5  478.192	8.086890e+01	2.098097e-01	
2  473.458	7.920008e+01	2.032489e-01	
2  473.535	8.027860e+01	2.024646e-01	
8  472.988	7.997116e+01	2.043062e-01	
9  472.743	7.988999e+01	2.032044e-01	
1  472.746	7.967402e+01	2.026977e-01	
1  473.202	7.903964e+01	2.010271e-01	
1  473.58	8.045440e+01	2.058073e-01	
2  475.051	7.970144e+01	2.058472e-01	
1  474.184	7.832114e+01	1.998559e-01	
1  476.401	7.968200e+01	1.994565e-01	
4  475.64	7.798381e+01	2.012956e-01	
5  473.905	7.843907e+01	2.003577e-01	
3  474.383	8.109046e+01	2.041041e-01	
2  474.529	8.044578e+01	2.019869e-01	
3  474.245	8.075933e+01	2.030857e-01	
2  474.103	8.070145e+01	2.066603e-01	
5  472.997	7.963883e+01	2.036944e-01	
1  473.694	8.057549e+01	2.060564e-01	
3  474.455	8.131040e+01	2.070134e-01	
5  474.579	8.072909e+01	2.071807e-01	
2  473.68	7.888794e+01	2.002046e-01	
5  473.018	7.939817e+01	2.031097e-01	
1  472.937	7.994725e+01	2.041621e-01	
1  473.076	7.992900e+01	2.044051e-01	
1  473.165	8.036480e+01	2.032639e-01	
3  474.374	7.845608e+01	1.993576e-01	
6  473.647	7.896083e+01	2.002726e-01	
4  473.659	7.989235e+01	2.050952e-01	
4  473.281	7.953699e+01	2.039069e-01	
6  473.053	8.033716e+01	2.034294e-01	
4  473.037	7.926183e+01	2.013929e-01	
5  475.648	7.960499e+01	1.996808e-01	
1  474.065	7.897336e+01	1.998493e-01	
4  473.722	7.941647e+01	2.006364e-01	
4  474.469	7.853130e+01	2.022311e-01	
1  472.906	8.021394e+01	2.034226e-01	
3  472.822	8.009347e+01	2.039143e-01	
12  472.869	7.972026e+01	2.022317e-01	
1  473.183	7.987328e+01	2.019654e-01	
3  474.299	7.962819e+01	2.051369e-01	
3  473.646	7.985926e+01	2.050195e-01	
3  474.351	7.893839e+01	2.034324e-01	
4  475.077	7.804439e+01	1.987894e-01	
3  472.982	8.034995e+01	2.037348e-01	
6  473.225	8.049606e+01	2.036226e-01	
2  474.02	8.106336e+01	2.065172e-01	
2  473.69	8.083660e+01	2.041045e-01	
1  473.405	8.025712e+01	2.053656e-01	
3  475.205	8.014398e+01	2.068274e-01	
6  474.191	7.981821e+01	2.054473e-01	
1  474.246	7.963014e+01	2.050979e-01	
2  474.061	8.008300e+01	2.058273e-01	
1  473.608	7.973600e+01	2.047334e-01	
1  476.768	8.223582e+01	2.089252e-01	
8  476.607	8.220402e+01	2.070822e-01	
2  475.652	8.175410e+01	2.083596e-01	
3  475.029	8.136745e+01	2.078990e-01	
4  475.082	7.927296e+01	2.048786e-01	
1  475.621	7.766805e+01	1.992015e-01	
4  474.592	8.087208e+01	2.073136e-01	
2  473.547	8.056051e+01	2.058313e-01	
8  473.934	8.091317e+01	2.064845e-01	
5  475.407	8.049003e+01	2.075439e-01	
1  474.122	8.112911e+01	2.066340e-01	
2  474.034	8.000335e+01	2.056624e-01	
1  474.239	8.106887e+01	2.069141e-01	
1  474.432	8.140993e+01	2.062344e-01	
6  474.713	7.997303e+01	2.061604e-01	
1  473.202	7.942266e+01	2.012247e-01	
1  473.592	7.928000e+01	2.005943e-01	
1  473.22	8.018175e+01	2.049986e-01	
2  473.003	7.925948e+01	2.026047e-01	
6  475.141	8.134927e+01	2.080469e-01	
3  473.269	7.945395e+01	2.036862e-01	
1  472.919	7.931029e+01	2.017555e-01	
3  472.798	8.002180e+01	2.037836e-01	
12  472.905	7.970477e+01	2.036495e-01	
5  473.572	7.879176e+01	2.019994e-01	
3  474.889	7.803778e+01	2.005790e-01	
4  475.861	7.831293e+01	2.026691e-01	
1  475.204	8.065266e+01	2.020373e-01	
1  474.893	7.941322e+01	2.050886e-01	
4  474.871	8.155401e+01	2.072774e-01	
4  476.222	8.196521e+01	2.059642e-01	
1  474.976	8.010923e+01	2.066046e-01	
2  473.88	8.024021e+01	2.059026e-01	
3  472.785	7.950217e+01	2.024292e-01	
3  473.182	8.058484e+01	2.049238e-01	
6  473.769	8.103477e+01	2.051372e-01	
4  473.551	8.073364e+01	2.039204e-01	
1  474.638	8.059303e+01	2.070854e-01	
6  475.24	8.153766e+01	2.080523e-01	
4  474	8.098448e+01	2.065615e-01	
8  473.617	7.972226e+01	2.012026e-01	
4  473.969	8.034993e+01	2.022060e-01	
5  472.938	8.020116e+01	2.032560e-01	
8  473.294	8.070763e+01	2.049898e-01	
6  472.874	7.934596e+01	2.024549e-01	
8  473.043	7.947592e+01	2.033787e-01	
4  473.146	7.906500e+01	2.011662e-01	
5  473.132	7.904069e+01	2.020257e-01	
1  473.1	7.969713e+01	2.040040e-01	
4  476.356	7.957257e+01	2.063538e-01	
4  473.773	7.996414e+01	2.053435e-01	
1  473.444	7.873684e+01	2.009090e-01	
1  473.279	8.052639e+01	2.053196e-01	
3  474.233	7.953027e+01	2.048631e-01	
3  475.819	8.117512e+01	2.086516e-01	
3  474.65	8.150135e+01	2.060915e-01	
6  474.407	8.064138e+01	2.069274e-01	
2  473.885	7.932267e+01	2.003705e-01	
3  473.823	7.872466e+01	2.021495e-01	
2  475.814	7.871694e+01	1.984569e-01	
2  474.035	7.940430e+01	2.043970e-01	
6  473.503	7.908960e+01	2.029755e-01	
1  474.975	8.001791e+01	2.007678e-01	
12  473.014	7.996198e+01	2.043446e-01	
3  473.14	7.918034e+01	2.026599e-01	
1  473.425	7.886058e+01	2.019923e-01	
1  473.295	7.887216e+01	2.016408e-01	
2  473.459	7.882751e+01	2.005847e-01	
1  473.111	7.907230e+01	2.012755e-01	
12  472.736	7.975252e+01	2.029007e-01	
1  472.994	8.040603e+01	2.043895e-01	
2  472.895	7.946488e+01	2.018545e-01	
4  473.314	7.961363e+01	2.013410e-01	
13  473.747	7.852991e+01	2.005728e-01	
1  473.885	8.070224e+01	2.063884e-01	
1  473.161	8.059247e+01	2.046861e-01	
3  475.573	8.016920e+01	2.071177e-01	
4  475.993	8.134373e+01	2.089022e-01	
2  474.513	8.142240e+01	2.057668e-01	
11  474.407	8.097547e+01	2.071571e-01	
1  474.794	8.106477e+01	2.035545e-01	
1  475.585	7.773853e+01	1.986510e-01	
3  475.505	7.814370e+01	2.018006e-01	
5  473.526	7.913768e+01	2.005314e-01	
2  472.914	7.980665e+01	2.038757e-01	
7  473.195	7.893507e+01	2.013588e-01	
5  472.819	8.013424e+01	2.038086e-01	
3  474.675	8.138447e+01	2.073213e-01	
1  474.149	8.029099e+01	2.019097e-01	
1  472.896	7.973824e+01	2.036993e-01	
16  472.82	7.953165e+01	2.029482e-01	
1  473.976	8.111251e+01	2.049671e-01	
2  473.648	7.864231e+01	2.014082e-01	
