7  6040.86	2.243360e+00	1.202224e-01	2.216006e+00	9.694548e-01	8.126487e-02	-9.529434e-01	-1.324872e+00	6.912934e-01	1.021902e+01	6.797858e+01	8.593040e-01	
11  6027.54	2.230288e+00	1.210044e-01	2.202783e+00	9.681044e-01	7.898832e-02	-9.383652e-01	-1.350734e+00	6.855993e-01	1.007022e+01	6.751377e+01	8.586842e-01	
54  6011.67	2.228792e+00	1.211263e-01	2.172464e+00	9.695492e-01	7.222285e-02	-9.628614e-01	-1.334568e+00	6.904737e-01	9.453598e+00	6.806867e+01	8.576574e-01	
7  5998.68	2.238124e+00	1.207528e-01	2.212801e+00	9.707577e-01	7.906776e-02	-9.585786e-01	-1.355715e+00	7.055410e-01	1.005478e+01	6.972027e+01	8.692083e-01	
17  5997.22	2.230548e+00	1.232970e-01	2.178920e+00	9.689748e-01	7.063190e-02	-9.580765e-01	-1.400973e+00	6.876839e-01	9.344101e+00	6.827900e+01	8.709748e-01	
308  5993.5	2.234291e+00	1.224072e-01	2.172727e+00	9.658422e-01	6.792549e-02	-9.703393e-01	-1.355242e+00	6.915774e-01	9.059830e+00	6.850722e+01	8.647533e-01	
148  5990.12	2.219040e+00	1.215648e-01	2.191135e+00	9.655799e-01	7.367381e-02	-9.603207e-01	-1.368227e+00	6.970354e-01	9.628372e+00	6.888359e+01	8.663496e-01	
526  5990.85	2.216134e+00	1.232616e-01	2.179790e+00	9.614496e-01	6.871545e-02	-1.011442e+00	-1.371729e+00	6.937543e-01	9.198807e+00	6.890986e+01	8.760828e-01	
70  5993.81	2.221074e+00	1.237021e-01	2.183247e+00	9.653688e-01	7.031429e-02	-1.017365e+00	-1.358342e+00	6.921731e-01	9.347610e+00	6.884835e+01	8.795420e-01	
123  5994.04	2.216126e+00	1.229809e-01	2.258263e+00	9.624637e-01	8.589479e-02	-1.019613e+00	-1.351892e+00	6.989180e-01	1.078195e+01	6.943116e+01	8.925670e-01	
63  5993.59	2.214094e+00	1.209719e-01	2.207797e+00	9.656364e-01	7.961705e-02	-9.817078e-01	-1.296911e+00	6.965607e-01	1.017831e+01	6.867575e+01	8.660097e-01	
23  5993.68	2.198199e+00	1.200014e-01	2.175764e+00	9.691837e-01	7.320330e-02	-9.818613e-01	-1.274290e+00	7.015919e-01	9.612930e+00	6.897846e+01	8.576665e-01	
14  5993.75	2.199058e+00	1.200192e-01	2.177411e+00	9.705537e-01	7.392750e-02	-1.018428e+00	-1.232389e+00	7.028141e-01	9.677505e+00	6.912657e+01	8.611639e-01	
144  5993.7	2.196119e+00	1.193495e-01	2.174805e+00	9.727802e-01	7.427248e-02	-9.707969e-01	-1.209547e+00	6.981346e-01	9.707687e+00	6.841965e+01	8.499354e-01	
127  5991.36	2.208866e+00	1.195639e-01	2.147831e+00	9.722473e-01	6.648420e-02	-9.489188e-01	-1.233352e+00	6.987922e-01	8.941208e+00	6.857710e+01	8.436091e-01	
3224  5990.39	2.211611e+00	1.188372e-01	2.130245e+00	9.722938e-01	6.281824e-02	-9.684215e-01	-1.179185e+00	7.018706e-01	8.565689e+00	6.875991e+01	8.369624e-01	
1176  5989.98	2.220249e+00	1.209625e-01	2.110847e+00	9.669003e-01	5.553167e-02	-1.009873e+00	-1.167549e+00	6.970113e-01	7.853256e+00	6.873932e+01	8.443261e-01	
