10  353.838	2.210121e+00	1.204636e-01	-9.836475e-01	2.409003e-02	-9.912745e-01	6.791256e-01	6.665591e+01	
1  354.448	2.217544e+00	1.225690e-01	-9.695080e-01	2.098843e-03	-9.946834e-01	6.769432e-01	6.693628e+01	
4  353.91	2.222653e+00	1.240592e-01	-9.758474e-01	-6.671240e-03	-9.454290e-01	6.739535e-01	6.698248e+01	
5  353.488	2.226092e+00	1.253817e-01	-9.739280e-01	-2.174954e-03	-1.001753e+00	6.656869e-01	6.645522e+01	
1  354.672	2.232357e+00	1.236461e-01	-9.584584e-01	7.285002e-03	-1.019935e+00	6.734386e-01	6.685730e+01	
2  354.664	2.231242e+00	1.234039e-01	-9.641843e-01	-1.921454e-02	-1.031523e+00	6.771079e-01	6.717774e+01	
1  352.354	2.228999e+00	1.213947e-01	-9.890805e-01	-2.313208e-02	-1.032029e+00	6.776519e-01	6.676406e+01	
2  350.456	2.252512e+00	1.214757e-01	-1.022600e+00	-9.114295e-03	-1.018181e+00	6.781503e-01	6.688918e+01	
3  349.974	2.243259e+00	1.200987e-01	-1.030333e+00	-5.531562e-02	-9.762651e-01	6.835507e-01	6.711245e+01	
1  351.081	2.238614e+00	1.210837e-01	-9.936434e-01	-1.254962e-01	-9.731389e-01	6.784248e-01	6.679425e+01	
1  350.21	2.259826e+00	1.204635e-01	-1.031289e+00	-1.076092e-01	-1.011964e+00	6.767365e-01	6.652478e+01	
1  347.977	2.281242e+00	1.201275e-01	-1.040442e+00	-1.674807e-01	-1.003627e+00	6.856382e-01	6.743137e+01	
3  349.32	2.278974e+00	1.204510e-01	-1.072196e+00	-1.786051e-01	-1.025573e+00	6.952239e-01	6.855558e+01	
1  349.741	2.283985e+00	1.214257e-01	-1.055702e+00	-1.363689e-01	-1.045212e+00	6.912298e-01	6.835394e+01	
4  348.477	2.282518e+00	1.205503e-01	-1.075307e+00	-1.961212e-01	-1.076148e+00	6.946102e-01	6.851885e+01	
4  346.233	2.287841e+00	1.214045e-01	-1.089773e+00	-1.630580e-01	-1.053175e+00	6.874504e-01	6.794353e+01	
7  345.662	2.288584e+00	1.216585e-01	-1.092537e+00	-2.125978e-01	-1.100845e+00	6.842671e-01	6.766134e+01	
1  345.791	2.285414e+00	1.208879e-01	-1.112776e+00	-1.909144e-01	-1.102176e+00	6.923745e-01	6.835666e+01	
2  345.275	2.286581e+00	1.200599e-01	-1.134772e+00	-1.778259e-01	-1.066830e+00	6.875093e-01	6.762958e+01	
3  344.613	2.291537e+00	1.203662e-01	-1.131422e+00	-2.545432e-01	-1.039096e+00	6.897627e-01	6.795919e+01	
1  344.759	2.285601e+00	1.226587e-01	-1.130823e+00	-2.489778e-01	-1.008611e+00	6.870837e-01	6.819294e+01	
3  345.138	2.269351e+00	1.213087e-01	-1.113128e+00	-2.737338e-01	-9.844379e-01	6.869312e-01	6.782107e+01	
3  345.031	2.252820e+00	1.198817e-01	-1.129465e+00	-3.137081e-01	-9.894153e-01	6.891513e-01	6.768549e+01	
8  345.36	2.234431e+00	1.211708e-01	-1.107721e+00	-3.254918e-01	-9.623954e-01	6.869048e-01	6.770342e+01	
4  345.352	2.237293e+00	1.234831e-01	-1.167121e+00	-3.260872e-01	-9.414480e-01	6.809351e-01	6.761182e+01	
6  346.241	2.244533e+00	1.226513e-01	-1.108063e+00	-2.684825e-01	-9.781785e-01	6.797109e-01	6.730659e+01	
1  346.176	2.246452e+00	1.211707e-01	-1.099066e+00	-2.357652e-01	-1.000412e+00	6.838179e-01	6.740031e+01	
1  345.883	2.246042e+00	1.226581e-01	-1.103245e+00	-2.501759e-01	-1.002594e+00	6.872761e-01	6.812098e+01	
2  345.953	2.232403e+00	1.238056e-01	-1.124379e+00	-2.003173e-01	-9.732564e-01	6.867545e-01	6.830096e+01	
1  345.574	2.221592e+00	1.233280e-01	-1.130138e+00	-1.960362e-01	-9.613083e-01	6.860238e-01	6.808456e+01	
2  345.354	2.213063e+00	1.226315e-01	-1.140629e+00	-1.776245e-01	-9.898019e-01	6.860950e-01	6.790915e+01	
2  346.382	2.229645e+00	1.222297e-01	-1.149999e+00	-1.916922e-01	-9.954861e-01	6.810162e-01	6.731146e+01	
1  346.585	2.244886e+00	1.209359e-01	-1.139400e+00	-1.941997e-01	-9.981047e-01	6.966175e-01	6.874739e+01	
6  344.965	2.253464e+00	1.196852e-01	-1.151378e+00	-1.770770e-01	-9.431052e-01	6.924230e-01	6.799909e+01	
1  344.984	2.235937e+00	1.210362e-01	-1.161536e+00	-1.361978e-01	-9.668364e-01	6.903354e-01	6.804906e+01	
2  345.302	2.234701e+00	1.225433e-01	-1.138867e+00	-1.775296e-01	-9.516758e-01	6.856142e-01	6.788725e+01	
3  345.85	2.228940e+00	1.221383e-01	-1.126965e+00	-1.767338e-01	-9.800312e-01	6.835547e-01	6.755786e+01	
3  345.293	2.240706e+00	1.213886e-01	-1.133807e+00	-1.886623e-01	-9.803275e-01	6.890971e-01	6.800809e+01	
1  346.274	2.272425e+00	1.216465e-01	-1.112558e+00	-2.219312e-01	-9.319539e-01	6.814681e-01	6.732295e+01	
5  344.928	2.293132e+00	1.221468e-01	-1.128625e+00	-2.454754e-01	-9.090537e-01	6.878338e-01	6.817231e+01	
7  345.328	2.299348e+00	1.214030e-01	-1.130069e+00	-2.547474e-01	-9.111947e-01	6.925532e-01	6.853198e+01	
