1  349.905	2.245130e+00	1.190267e-01	2.137145e+00	9.585764e-01	1.048526e-01	-9.647462e-01	-1.256412e+00	6.849473e-01	6.701205e+01	
2  346.972	2.214457e+00	1.220647e-01	2.019380e+00	9.447460e-01	9.372640e-02	-1.012271e+00	-1.323831e+00	6.871266e-01	6.789101e+01	
1  346.376	2.223495e+00	1.232587e-01	2.020545e+00	9.496790e-01	7.053039e-02	-1.001241e+00	-1.283454e+00	6.841275e-01	6.786816e+01	
2  343.67	2.219053e+00	1.240398e-01	2.013224e+00	9.606378e-01	5.837991e-02	-1.006437e+00	-1.224560e+00	6.918324e-01	6.888509e+01	
7  344.047	2.201697e+00	1.255283e-01	2.002332e+00	9.654048e-01	5.062784e-02	-1.004210e+00	-1.253079e+00	6.919649e-01	6.920900e+01	
9  343.975	2.204560e+00	1.265359e-01	1.968550e+00	9.751209e-01	4.147829e-02	-1.028661e+00	-1.192442e+00	6.863366e-01	6.882566e+01	
1  344.638	2.199017e+00	1.255544e-01	1.987499e+00	9.778509e-01	5.686292e-02	-9.774090e-01	-1.175007e+00	6.926502e-01	6.928594e+01	
4  343.931	2.244743e+00	1.247090e-01	1.944685e+00	9.746792e-01	4.051707e-02	-9.698381e-01	-1.164036e+00	6.911304e-01	6.902430e+01	
1  344.251	2.258410e+00	1.230212e-01	1.840620e+00	9.764603e-01	3.715671e-02	-9.983044e-01	-1.132663e+00	6.969080e-01	6.931087e+01	
2  343.853	2.274546e+00	1.243214e-01	1.768547e+00	9.728055e-01	2.260337e-02	-9.520680e-01	-1.113579e+00	6.898313e-01	6.885864e+01	
4  343.44	2.240232e+00	1.231618e-01	1.741349e+00	9.663440e-01	2.022799e-02	-9.846926e-01	-1.182590e+00	6.905441e-01	6.858480e+01	
1  343.979	2.211831e+00	1.224878e-01	1.780292e+00	9.692612e-01	2.847495e-02	-1.040589e+00	-1.155925e+00	6.940583e-01	6.875020e+01	
5  344.02	2.183777e+00	1.206451e-01	1.895199e+00	9.718315e-01	2.473745e-02	-1.005075e+00	-1.140531e+00	6.931868e-01	6.814661e+01	
8  343.448	2.164745e+00	1.192546e-01	1.967676e+00	9.729595e-01	1.985691e-02	-9.981887e-01	-1.148557e+00	6.991435e-01	6.843511e+01	
3  344.158	2.149970e+00	1.182345e-01	1.875711e+00	9.802384e-01	2.425719e-02	-9.785906e-01	-1.221421e+00	7.060940e-01	6.895204e+01	
4  343.562	2.156662e+00	1.191209e-01	1.860587e+00	9.834550e-01	9.389127e-03	-9.191720e-01	-1.241303e+00	6.954861e-01	6.797108e+01	
4  343.902	2.126972e+00	1.194139e-01	1.802943e+00	9.800832e-01	3.762637e-03	-9.504612e-01	-1.330769e+00	7.018537e-01	6.869215e+01	
3  345.211	2.093846e+00	1.200434e-01	1.788805e+00	9.843494e-01	1.237758e-02	-9.735898e-01	-1.253494e+00	6.913746e-01	6.758741e+01	
4  343.635	2.087841e+00	1.227720e-01	1.767566e+00	9.807656e-01	4.608459e-02	-9.979773e-01	-1.274552e+00	6.920263e-01	6.829621e+01	
1  345.836	2.105375e+00	1.242384e-01	1.642754e+00	9.893593e-01	5.442460e-02	-9.925795e-01	-1.275314e+00	6.999812e-01	6.959000e+01	
11  343.735	2.082619e+00	1.210681e-01	1.707677e+00	9.931785e-01	2.629824e-02	-1.010360e+00	-1.296204e+00	6.995398e-01	6.872092e+01	
