29  1e+30	7.410055e+01	2.186188e+00	9.011156e-05	8.999826e-10	9.999717e+03	1.000000e+09	9.021439e-01	1.000000e+00	
31  3263.25	7.232104e+01	2.235523e+00	9.016203e-05	8.999658e-10	9.998727e+03	1.000000e+09	1.775356e+00	3.065122e-01	
8  3118.46	7.285405e+01	2.209763e+00	9.030226e-05	8.999742e-10	9.999060e+03	1.000000e+09	1.824283e+00	3.054037e-01	
1  2556.22	7.531555e+01	2.195648e+00	9.028081e-05	8.999862e-10	9.997499e+03	1.000000e+09	2.085398e+00	3.024780e-01	
6  2250.82	7.495264e+01	2.220290e+00	9.019409e-05	8.999976e-10	9.997195e+03	1.000000e+09	1.854602e+00	3.032924e-01	
7  2111.2	7.650612e+01	2.200346e+00	9.011167e-05	9.000016e-10	9.996454e+03	1.000000e+09	2.098683e+00	3.013629e-01	
6  1530.54	7.781844e+01	2.198146e+00	9.002602e-05	8.999972e-10	9.995616e+03	1.000000e+09	2.000065e+00	3.000694e-01	
4  1149.13	7.805764e+01	2.199852e+00	8.988630e-05	9.000089e-10	9.995366e+03	1.000000e+09	1.759624e+00	2.998753e-01	
4  1093.42	7.867352e+01	2.203297e+00	8.984118e-05	9.000190e-10	9.996478e+03	1.000000e+09	1.825464e+00	2.993679e-01	
13  844.585	7.964955e+01	2.199054e+00	8.978149e-05	9.000121e-10	9.996531e+03	1.000000e+09	1.755141e+00	2.984339e-01	
2  746.397	8.139907e+01	2.203243e+00	8.989232e-05	9.000174e-10	9.996793e+03	1.000000e+09	1.931771e+00	2.970231e-01	
8  729.138	8.061922e+01	2.238360e+00	8.974695e-05	9.000081e-10	9.994884e+03	1.000000e+09	1.777124e+00	2.982098e-01	
21  717.48	8.126976e+01	2.225896e+00	8.968778e-05	9.000141e-10	9.993780e+03	1.000000e+09	1.867792e+00	2.974720e-01	
4  709.408	8.093738e+01	2.185107e+00	8.974264e-05	9.000186e-10	9.993574e+03	1.000000e+09	1.797420e+00	2.971267e-01	
5  629.485	8.203228e+01	2.204719e+00	8.976574e-05	9.000042e-10	9.993557e+03	1.000000e+09	1.832098e+00	2.965337e-01	
48  585.805	8.233699e+01	2.179101e+00	8.975622e-05	9.000050e-10	9.993345e+03	1.000000e+09	1.767328e+00	2.959137e-01	
1  572.165	8.343428e+01	2.172670e+00	8.967479e-05	8.999884e-10	9.992901e+03	1.000000e+09	1.856253e+00	2.949814e-01	
32  560.654	8.380311e+01	2.151584e+00	8.972962e-05	9.000045e-10	9.992457e+03	1.000000e+09	1.807906e+00	2.944071e-01	
273  558.499	8.390368e+01	2.164977e+00	8.982205e-05	8.999902e-10	9.991852e+03	1.000000e+09	1.745597e+00	2.945239e-01	
1040  555.529	8.332262e+01	2.173441e+00	8.986094e-05	8.999902e-10	9.990890e+03	1.000000e+09	1.748043e+00	2.950762e-01	
342  555.067	8.332219e+01	2.189087e+00	8.972864e-05	8.999925e-10	9.990266e+03	1.000000e+09	1.745283e+00	2.953019e-01	
279  555.386	8.338565e+01	2.188184e+00	8.952843e-05	9.000138e-10	9.991520e+03	1.000000e+09	1.750491e+00	2.952410e-01	
284  555.682	8.354749e+01	2.211252e+00	8.973465e-05	9.000031e-10	9.992416e+03	1.000000e+09	1.757527e+00	2.954497e-01	
24  555.718	8.329501e+01	2.204226e+00	8.972294e-05	9.000146e-10	9.993130e+03	1.000000e+09	1.750462e+00	2.955407e-01	
42  554.742	8.358584e+01	2.228409e+00	8.974335e-05	9.000190e-10	9.993599e+03	1.000000e+09	1.743760e+00	2.956662e-01	
