2  1e+30	6.659410e+01	3.037172e+01	4.944732e-02	7.444933e+05	3.905230e+05	
8  2937.57	6.541348e+01	5.007260e+01	3.885547e-01	9.432478e+05	4.372420e+05	
4  2798.32	6.635616e+01	6.474480e+01	2.917717e-01	7.780840e+05	1.132011e+05	
13  2793.03	6.639296e+01	5.299673e+01	4.479864e-01	1.035753e+06	6.533334e+05	
34  2723.17	6.688601e+01	4.514000e+01	4.379850e-02	1.413471e+06	1.135183e+06	
2  2698.28	6.706502e+01	5.926338e+01	4.039052e-01	2.154655e+06	1.230600e+06	
19  2671.97	6.725623e+01	5.267362e+01	3.484678e-01	2.421612e+06	1.366143e+06	
1  2622.49	6.762139e+01	9.002978e+01	4.899572e-01	2.436454e+06	1.617980e+06	
1  2598.95	6.779779e+01	5.041975e+01	1.857452e-01	1.992163e+06	1.046698e+06	
43  2551.61	6.815790e+01	5.494706e+01	1.707146e-01	1.627930e+06	8.662602e+05	
6  2523.99	6.837150e+01	8.895851e+01	1.190111e-01	1.249280e+06	5.140655e+05	
6  2403.72	6.933271e+01	9.843846e+01	2.275830e-02	1.258746e+06	6.954803e+05	
5  2376.6	6.955696e+01	1.030622e+02	3.251853e-01	8.275064e+05	1.101799e+05	
11  2334.27	6.991292e+01	8.841048e+01	1.118207e-01	1.819488e+06	1.223389e+06	
2  2302.32	7.018649e+01	1.075786e+02	1.291018e-01	2.759627e+06	2.102991e+06	
4  2304.45	7.016806e+01	9.282213e+01	8.697087e-01	3.510765e+06	3.089772e+06	
1  2217.58	7.093383e+01	7.528693e+01	7.445252e-01	4.083043e+06	3.767237e+06	
16  2104.01	7.198987e+01	5.945720e+01	9.430356e-03	4.640677e+06	4.231204e+06	
4  2066.01	7.235860e+01	1.156869e+02	6.080428e-02	6.388145e+06	5.765317e+06	
10  1997.43	7.304535e+01	1.480750e+02	4.875967e-02	5.950824e+06	5.587656e+06	
5  1940.67	7.363640e+01	1.495622e+02	2.465881e-01	5.581642e+06	5.196295e+06	
1  1810.9	7.507501e+01	1.785835e+02	9.616480e-02	6.547508e+06	5.956094e+06	
1  1770.41	7.555203e+01	1.644012e+02	3.032352e-01	5.696413e+06	4.961398e+06	
1  1699.46	7.642486e+01	1.511249e+02	1.593402e-01	6.149592e+06	5.124539e+06	
1  1653.59	7.701704e+01	1.395956e+02	5.209278e-01	5.760395e+06	5.041740e+06	
2  1614.18	7.754511e+01	1.467428e+02	4.316456e-01	6.016466e+06	4.758547e+06	
1  1573.47	7.811125e+01	1.616893e+02	5.033124e-01	5.949431e+06	4.564341e+06	
13  1550.49	7.844093e+01	1.615554e+02	3.996881e-02	7.485717e+06	5.754603e+06	
2  1524.79	7.881866e+01	1.600877e+02	1.593350e-01	8.390104e+06	5.835820e+06	
1  1463.1	7.976900e+01	1.935446e+02	8.838743e-01	8.175242e+06	4.949466e+06	
6  1427.14	8.035481e+01	2.018801e+02	5.359032e-01	9.633357e+06	6.159878e+06	
4  1426.97	8.035752e+01	2.106253e+02	9.178378e-01	9.282730e+06	5.352000e+06	
8  1383.46	8.110235e+01	2.218847e+02	5.242004e-01	7.525401e+06	3.367299e+06	
1  1383.85	8.109542e+01	2.325085e+02	7.484128e-01	8.744769e+06	5.319409e+06	
1  1369.01	8.135922e+01	2.102981e+02	9.516959e-01	9.439544e+06	5.898384e+06	
1  1356.44	8.158701e+01	2.023764e+02	1.207306e+00	9.456069e+06	5.918749e+06	
2  1291.66	8.283025e+01	2.217449e+02	2.747488e-01	8.888439e+06	5.223689e+06	
12  1255.59	8.358113e+01	2.300896e+02	4.350289e-01	8.110740e+06	4.087469e+06	
21  1229.08	8.416543e+01	2.609647e+02	3.770807e-01	7.524287e+06	3.461950e+06	
11  1197.32	8.490699e+01	2.731978e+02	1.026644e-01	7.383877e+06	3.346008e+06	
271  1194.55	8.497422e+01	2.375429e+02	3.602198e-03	7.671653e+06	3.790908e+06	
83  1194.76	8.496907e+01	2.426600e+02	3.243431e-01	8.203356e+06	3.991703e+06	
11  1194.53	8.497467e+01	2.164774e+02	5.676593e-01	8.992983e+06	5.020283e+06	
162  1194.04	8.498648e+01	2.533077e+02	3.486504e-01	8.307359e+06	3.782371e+06	
28  1194.54	8.497442e+01	2.858550e+02	1.150915e-01	7.949282e+06	2.795606e+06	
12  1195.72	8.494586e+01	2.817035e+02	5.050573e-01	7.902253e+06	2.622803e+06	
113  1195.58	8.494922e+01	2.951091e+02	2.792568e-01	8.069154e+06	2.982190e+06	
14  1199.21	8.486158e+01	2.552488e+02	6.512526e-02	7.630839e+06	2.769309e+06	
32  1198.74	8.487284e+01	2.517679e+02	6.211632e-01	6.331411e+06	1.577402e+06	
31  1198.49	8.487884e+01	2.864978e+02	5.116361e-01	7.164556e+06	2.898361e+06	
43  1197.37	8.490585e+01	2.883685e+02	3.961909e-01	6.977788e+06	2.606729e+06	
16  1197.51	8.490239e+01	2.927111e+02	6.849153e-01	6.383618e+06	1.886528e+06	
6  1197.14	8.491131e+01	2.729163e+02	7.716505e-03	5.963909e+06	1.078272e+06	
47  1193.84	8.499143e+01	2.572561e+02	4.028965e-01	5.628206e+06	7.780226e+05	
377  1193.56	8.499826e+01	2.416201e+02	8.553475e-01	5.079602e+06	4.756095e+05	
34  1194.36	8.497870e+01	2.397754e+02	1.803436e+00	5.814956e+06	8.971036e+05	
25  1194.61	8.497280e+01	2.467426e+02	2.299392e+00	6.043398e+06	7.456091e+05	
564  1194.05	8.498630e+01	2.442811e+02	2.645534e+00	5.956868e+06	6.835827e+05	
11  1195.67	8.494703e+01	2.380804e+02	2.321947e+00	6.523189e+06	1.391196e+06	
4  1195.38	8.495396e+01	2.407673e+02	1.864799e+00	6.440171e+06	1.553993e+06	
5  1194.65	8.497180e+01	2.385819e+02	1.696520e+00	5.040491e+06	4.936793e+05	
29  1194.95	8.496447e+01	1.938907e+02	1.719121e+00	5.647111e+06	1.170458e+06	
198  1193.76	8.499335e+01	2.008367e+02	1.110831e+00	6.387742e+06	2.418735e+06	
60  1194.9	8.496568e+01	2.050419e+02	9.189319e-01	5.266804e+06	9.743618e+05	
10  1193.53	8.499896e+01	1.774819e+02	1.446924e+00	4.982576e+06	6.698007e+05	
8  1196.02	8.493852e+01	1.688989e+02	1.456656e+00	5.300221e+06	4.662963e+05	
24  1193.9	8.498996e+01	1.741777e+02	1.374451e+00	5.504192e+06	7.090376e+05	
74  1196.83	8.491883e+01	1.481884e+02	1.540408e+00	7.268661e+06	2.329783e+06	
10  1196.95	8.491602e+01	1.481327e+02	2.060753e+00	7.034164e+06	2.365636e+06	
52  1197.44	8.490413e+01	1.572481e+02	1.836554e+00	7.817970e+06	2.303960e+06	
1  1200.26	8.483624e+01	1.771013e+02	2.561654e+00	7.738190e+06	2.268659e+06	
16  1199.08	8.486462e+01	2.151455e+02	2.243701e+00	7.431882e+06	1.484070e+06	
9  1199.07	8.486480e+01	2.049397e+02	1.310853e+00	6.894908e+06	1.333006e+06	
141  1195.43	8.495270e+01	1.973119e+02	1.175841e-01	7.256177e+06	1.491885e+06	
9  1195.76	8.494472e+01	2.131736e+02	1.050566e-01	7.514985e+06	1.806686e+06	
53  1193.62	8.499667e+01	1.877816e+02	5.382725e-01	8.405458e+06	2.661220e+06	
22  1193.71	8.499457e+01	1.446833e+02	4.561558e-01	7.462673e+06	1.744645e+06	
21  1195.13	8.496008e+01	1.498963e+02	3.688316e-01	7.785407e+06	1.406508e+06	
34  1196.25	8.493286e+01	1.408300e+02	8.220299e-02	8.432481e+06	2.359206e+06	
67  1194.18	8.498319e+01	1.491081e+02	4.047703e-01	7.498901e+06	1.791018e+06	
198  1193.94	8.498898e+01	1.242142e+02	3.895936e-01	8.213735e+06	2.755290e+06	
32  1194.71	8.497023e+01	9.996180e+01	7.324458e-01	8.316217e+06	3.067686e+06	
9  1194.77	8.496873e+01	4.215710e+01	5.511180e-01	8.010351e+06	2.926183e+06	
62  1194.45	8.497664e+01	3.442864e+01	7.817230e-01	6.869332e+06	1.805003e+06	
225  1194.59	8.497323e+01	5.043275e+01	6.608334e-01	5.607261e+06	2.143133e+05	
15  1196.67	8.492286e+01	5.538518e+01	1.202649e+00	6.746257e+06	1.589770e+06	
75  1197.07	8.491311e+01	6.481283e+01	1.791701e+00	6.475691e+06	1.053260e+06	
8  1194.29	8.498058e+01	4.552049e+01	1.796317e+00	5.914450e+06	5.000259e+05	
