15  867.636	6.792087e+01	2.277512e+00	1.226749e-01	-1.120476e-01	-5.371827e-01	-7.694010e-02	3.152878e-01	
1  807.102	6.845884e+01	2.281069e+00	1.224691e-01	8.757858e-01	-6.925509e-01	-1.226507e-01	3.099889e-01	
1  747.726	6.930424e+01	2.251785e+00	1.268873e-01	1.534080e+00	-1.321468e+00	-2.203832e-01	3.110613e-01	
10  740.963	6.935949e+01	2.229021e+00	1.281660e-01	1.391937e+00	-1.027472e+00	-2.177253e-01	3.127506e-01	
2  724.117	6.956877e+01	2.224714e+00	1.322153e-01	1.151514e+00	-1.653602e+00	-3.527452e-01	3.191497e-01	
6  709.464	6.974873e+01	2.201244e+00	1.276914e-01	2.159221e+00	-1.437697e+00	-2.606723e-01	3.077232e-01	
2  686.208	7.025798e+01	2.157852e+00	1.282888e-01	2.213516e+00	-1.172959e+00	-2.943083e-01	3.036098e-01	
8  676.103	7.052850e+01	2.165529e+00	1.257616e-01	2.383430e+00	-1.145906e+00	-3.402845e-01	2.963589e-01	
5  653.649	7.071784e+01	2.158540e+00	1.241838e-01	2.620471e+00	-1.702140e+00	-3.869464e-01	2.914794e-01	
4  634.569	7.136606e+01	2.139384e+00	1.247522e-01	2.541426e+00	-1.456945e+00	-4.200848e-01	2.869482e-01	
9  615.518	7.190931e+01	2.128345e+00	1.261901e-01	3.434726e+00	-1.501255e+00	-4.607716e-01	2.851964e-01	
2  599.569	7.234114e+01	2.125940e+00	1.276818e-01	4.082382e+00	-1.545188e+00	-4.582025e-01	2.846062e-01	
2  589.897	7.254714e+01	2.128863e+00	1.288176e-01	3.906361e+00	-1.955721e+00	-5.173312e-01	2.852055e-01	
3  577.588	7.313930e+01	2.131303e+00	1.274311e-01	3.708046e+00	-1.903050e+00	-5.441639e-01	2.780598e-01	
2  572.784	7.441831e+01	2.116423e+00	1.283561e-01	3.818977e+00	-1.732931e+00	-5.661314e-01	2.699856e-01	
1  563.402	7.462816e+01	2.100856e+00	1.274289e-01	3.677305e+00	-1.056442e+00	-5.342846e-01	2.665251e-01	
15  559.031	7.444510e+01	2.109093e+00	1.286344e-01	4.161042e+00	-7.284365e-01	-5.101150e-01	2.701612e-01	
9  556.4	7.438613e+01	2.132484e+00	1.277976e-01	2.677614e+00	-1.031280e+00	-6.120612e-01	2.695002e-01	
6  549.222	7.480281e+01	2.166266e+00	1.295445e-01	3.446718e+00	-9.856656e-01	-6.450210e-01	2.702318e-01	
4  549.517	7.492248e+01	2.186254e+00	1.314970e-01	3.410158e+00	-1.593469e+00	-7.377412e-01	2.732036e-01	
1  551.223	7.449539e+01	2.198369e+00	1.316869e-01	4.593995e+00	-2.133020e+00	-7.142751e-01	2.769058e-01	
14  547.203	7.471175e+01	2.195596e+00	1.313029e-01	4.888606e+00	-2.106943e+00	-7.213816e-01	2.745667e-01	
1  542.182	7.478824e+01	2.188086e+00	1.326611e-01	5.213999e+00	-2.227881e+00	-6.991522e-01	2.762993e-01	
3  537.163	7.511797e+01	2.159184e+00	1.339197e-01	5.357307e+00	-2.418010e+00	-7.353600e-01	2.755973e-01	
9  537.582	7.508084e+01	2.154526e+00	1.335705e-01	5.892598e+00	-2.345096e+00	-7.100778e-01	2.751679e-01	
20  536.108	7.521313e+01	2.139957e+00	1.301781e-01	5.881261e+00	-2.092424e+00	-6.995595e-01	2.679465e-01	
1  526.281	7.616715e+01	2.143961e+00	1.299227e-01	5.368182e+00	-1.879264e+00	-7.621611e-01	2.609050e-01	
34  524.93	7.626258e+01	2.104059e+00	1.272745e-01	5.715567e+00	-1.799212e+00	-7.588950e-01	2.550131e-01	
5  522.394	7.654942e+01	2.130628e+00	1.299409e-01	6.645452e+00	-1.788044e+00	-7.917296e-01	2.581092e-01	
5  518.807	7.701224e+01	2.095630e+00	1.278610e-01	6.923003e+00	-2.234056e+00	-8.250563e-01	2.509191e-01	
