3  350.587	2.237993e+00	1.201495e-01	6.815524e-01	6.690111e+01	
1  347.969	2.218505e+00	1.129374e-01	7.011637e-01	6.724299e+01	
1  345.726	2.170123e+00	1.132184e-01	7.049860e-01	6.762639e+01	
3  343.928	2.213257e+00	1.161777e-01	7.092120e-01	6.896663e+01	
2  343.634	2.177583e+00	1.196200e-01	6.946518e-01	6.804881e+01	
3  343.688	2.179673e+00	1.211030e-01	6.995566e-01	6.896590e+01	
1  343.044	2.181185e+00	1.231463e-01	6.911820e-01	6.851254e+01	
9  343.191	2.109853e+00	1.227152e-01	6.911260e-01	6.823536e+01	
1  345.311	2.121537e+00	1.207769e-01	6.882396e-01	6.748727e+01	
1  343.629	2.138089e+00	1.205623e-01	6.930741e-01	6.800496e+01	
4  343.78	2.121560e+00	1.208891e-01	6.919863e-01	6.792337e+01	
7  343.624	2.100754e+00	1.194972e-01	6.973694e-01	6.813795e+01	
3  343.535	2.161285e+00	1.202735e-01	6.937649e-01	6.806796e+01	
1  344.044	2.159906e+00	1.217274e-01	6.994896e-01	6.906109e+01	
1  345.111	2.099648e+00	1.233703e-01	6.829391e-01	6.747801e+01	
2  344.527	2.077107e+00	1.287232e-01	6.869699e-01	6.910655e+01	
5  344.376	2.087192e+00	1.282149e-01	6.876196e-01	6.908403e+01	
4  343.066	2.064866e+00	1.293013e-01	6.795352e-01	6.840424e+01	
1  343.47	2.129925e+00	1.291210e-01	6.822519e-01	6.880367e+01	
3  344.128	2.175441e+00	1.332485e-01	6.673955e-01	6.826622e+01	
3  343.537	2.160736e+00	1.296755e-01	6.748615e-01	6.821198e+01	
4  343.865	2.284991e+00	1.255307e-01	6.884664e-01	6.901384e+01	
2  344.204	2.286240e+00	1.253128e-01	6.905180e-01	6.919426e+01	
1  344.223	2.272716e+00	1.242227e-01	6.832802e-01	6.811567e+01	
8  345.7	2.262479e+00	1.242713e-01	6.969717e-01	6.962473e+01	
3  344.127	2.267112e+00	1.296051e-01	6.767066e-01	6.863057e+01	
10  344.133	2.278124e+00	1.267853e-01	6.795669e-01	6.832010e+01	
4  343.942	2.298397e+00	1.264208e-01	6.822795e-01	6.857401e+01	
10  343.485	2.334722e+00	1.201093e-01	6.952702e-01	6.861242e+01	
2  343.233	2.282886e+00	1.199920e-01	6.981160e-01	6.878215e+01	
3  343.941	2.278537e+00	1.181883e-01	6.960705e-01	6.810557e+01	
2  344.197	2.310293e+00	1.183871e-01	6.949294e-01	6.810246e+01	
6  343.669	2.310188e+00	1.121700e-01	7.111715e-01	6.843587e+01	
7  343.944	2.301100e+00	1.175676e-01	7.065370e-01	6.921225e+01	
1  343.49	2.277581e+00	1.171281e-01	7.001547e-01	6.830717e+01	
4  343.287	2.228877e+00	1.184390e-01	7.024583e-01	6.877268e+01	
4  344.659	2.226858e+00	1.130104e-01	7.166623e-01	6.909762e+01	
7  343.665	2.240939e+00	1.148330e-01	7.054245e-01	6.825680e+01	
1  343.696	2.168235e+00	1.156101e-01	7.070419e-01	6.845743e+01	
3  343.593	2.205124e+00	1.184593e-01	6.972129e-01	6.812175e+01	
5  344.347	2.242693e+00	1.126643e-01	7.082931e-01	6.805189e+01	
1  343.794	2.268275e+00	1.155307e-01	7.100424e-01	6.904112e+01	
7  343.405	2.279613e+00	1.195127e-01	7.006868e-01	6.895297e+01	
6  343.239	2.280126e+00	1.193902e-01	6.970444e-01	6.850895e+01	
8  343.287	2.323563e+00	1.161863e-01	7.050806e-01	6.875651e+01	
1  343.56	2.330340e+00	1.146277e-01	7.103575e-01	6.900809e+01	
8  343.54	2.338065e+00	1.154123e-01	7.037333e-01	6.844508e+01	
10  343.804	2.325722e+00	1.157279e-01	7.018171e-01	6.827202e+01	
5  344.605	2.349871e+00	1.151385e-01	7.126002e-01	6.945391e+01	
1  343.545	2.401454e+00	1.158361e-01	7.051724e-01	6.887285e+01	
1  343.517	2.380589e+00	1.169510e-01	7.019162e-01	6.871724e+01	
2  344.231	2.439428e+00	1.199427e-01	6.965287e-01	6.896518e+01	
9  343.81	2.401620e+00	1.186451e-01	7.007224e-01	6.904241e+01	
3  344.296	2.447792e+00	1.176012e-01	7.040940e-01	6.929281e+01	
1  345.932	2.454792e+00	1.142243e-01	7.001324e-01	6.802781e+01	
2  345.961	2.441060e+00	1.139163e-01	7.165524e-01	6.985812e+01	
9  344.806	2.491451e+00	1.108406e-01	7.196645e-01	6.958875e+01	
2  343.87	2.454888e+00	1.111263e-01	7.164754e-01	6.917590e+01	
10  343.79	2.455742e+00	1.091939e-01	7.171868e-01	6.877002e+01	
2  344.025	2.520838e+00	1.080515e-01	7.213221e-01	6.915099e+01	
2  344.234	2.530897e+00	1.102074e-01	7.134981e-01	6.877526e+01	
14  344.081	2.525064e+00	1.085435e-01	7.175663e-01	6.882722e+01	
1  347.487	2.550313e+00	1.066050e-01	7.318913e-01	7.019552e+01	
9  344.32	2.538496e+00	1.123791e-01	7.127363e-01	6.925124e+01	
6  345.053	2.574605e+00	1.155692e-01	7.051678e-01	6.923202e+01	
8  346.598	2.540329e+00	1.158748e-01	6.966826e-01	6.824782e+01	
7  344.985	2.555082e+00	1.153815e-01	7.026438e-01	6.884410e+01	
3  345.441	2.554127e+00	1.181304e-01	6.972724e-01	6.889054e+01	
3  345.251	2.546809e+00	1.177405e-01	6.981989e-01	6.888490e+01	
6  344.584	2.558996e+00	1.137249e-01	7.088161e-01	6.916956e+01	
1  345.163	2.594545e+00	1.120527e-01	7.081591e-01	6.876439e+01	
4  345.535	2.636917e+00	1.125373e-01	7.129153e-01	6.955945e+01	
2  347.304	2.700691e+00	1.139474e-01	7.117960e-01	6.993414e+01	
16  345.72	2.697391e+00	1.083461e-01	7.213649e-01	6.968882e+01	
8  345.71	2.691210e+00	1.075377e-01	7.164957e-01	6.886526e+01	
18  345.313	2.731603e+00	1.035578e-01	7.292036e-01	6.951923e+01	
7  345.859	2.754315e+00	1.066961e-01	7.205629e-01	6.931029e+01	
2  345.742	2.772997e+00	1.026847e-01	7.313175e-01	6.966964e+01	
2  345.342	2.759256e+00	1.012655e-01	7.320807e-01	6.935116e+01	
1  345.9	2.816260e+00	1.012224e-01	7.312454e-01	6.938475e+01	
3  346.681	2.830165e+00	1.055501e-01	7.229519e-01	6.950795e+01	
10  346.846	2.821781e+00	1.059547e-01	7.246821e-01	6.980950e+01	
6  348.994	2.813655e+00	1.035381e-01	7.354252e-01	7.054672e+01	
29  346.432	2.823015e+00	1.039132e-01	7.246503e-01	6.927562e+01	
2  347.126	2.766762e+00	1.113990e-01	7.098458e-01	6.923043e+01	
3  348.214	2.822785e+00	1.102350e-01	7.176518e-01	7.002838e+01	
1  348.717	2.825080e+00	1.133201e-01	7.091109e-01	6.976269e+01	
3  348.707	2.793711e+00	1.154440e-01	7.035105e-01	6.954107e+01	
1  348.484	2.788661e+00	1.146194e-01	7.031486e-01	6.928625e+01	
14  348.366	2.819447e+00	1.127677e-01	7.080398e-01	6.948474e+01	
2  348.524	2.843730e+00	1.106462e-01	7.159445e-01	6.997392e+01	
3  348.305	2.819742e+00	1.083145e-01	7.120934e-01	6.885881e+01	
5  348.309	2.818904e+00	1.086812e-01	7.115202e-01	6.888058e+01	
4  349.282	2.849328e+00	1.096211e-01	7.206840e-01	7.031883e+01	
3  348.209	2.836266e+00	1.015123e-01	7.379947e-01	7.040569e+01	
10  345.912	2.833816e+00	9.611655e-02	7.434931e-01	6.965562e+01	
6  346.03	2.823406e+00	9.793710e-02	7.359284e-01	6.912246e+01	
12  346.174	2.858015e+00	9.947566e-02	7.353043e-01	6.955465e+01	
