26  1e+30	7.171998e+01	2.204327e+00	9.010020e-05	9.000058e-10	9.999726e+03	1.000000e+09	9.338921e-01	1.000000e+00	
13  7.91855	7.333486e+01	2.228165e+00	9.027810e-05	9.000125e-10	1.000088e+04	1.000000e+09	1.754670e+00	3.052018e-01	
4  10.0293	7.338848e+01	2.241590e+00	9.015389e-05	9.000253e-10	1.000085e+04	1.000000e+09	2.124950e+00	3.053905e-01	
4  7.99944	7.536989e+01	2.242494e+00	9.011778e-05	9.000173e-10	1.000022e+04	1.000000e+09	2.058837e+00	3.032469e-01	
1  7.90978	7.463117e+01	2.265480e+00	9.021861e-05	9.000300e-10	1.000045e+04	1.000000e+09	1.935505e+00	3.044449e-01	
3  7.54856	7.704085e+01	2.250242e+00	9.019394e-05	9.000342e-10	1.000149e+04	1.000000e+09	1.819445e+00	3.016836e-01	
5  7.54213	7.538352e+01	2.225680e+00	9.005342e-05	9.000329e-10	1.000182e+04	1.000000e+09	1.913755e+00	3.029367e-01	
4  8.40196	7.466585e+01	2.195338e+00	9.009494e-05	9.000371e-10	1.000180e+04	1.000000e+09	2.044254e+00	3.031490e-01	
2  8.25011	7.425041e+01	2.161566e+00	9.013203e-05	9.000309e-10	1.000185e+04	1.000000e+09	1.945330e+00	3.029783e-01	
5  7.35016	7.540840e+01	2.206711e+00	9.011443e-05	9.000362e-10	1.000195e+04	1.000000e+09	1.815329e+00	3.025773e-01	
1  7.50898	7.699846e+01	2.190267e+00	9.024184e-05	9.000347e-10	1.000166e+04	1.000000e+09	2.058337e+00	3.007137e-01	
6  7.60605	7.686664e+01	2.212871e+00	9.003795e-05	9.000263e-10	1.000174e+04	1.000000e+09	1.753442e+00	3.012231e-01	
1  7.98955	7.604782e+01	2.233673e+00	9.002540e-05	9.000140e-10	1.000294e+04	1.000000e+09	2.149105e+00	3.023937e-01	
3  7.70465	7.644832e+01	2.221383e+00	9.011994e-05	9.000127e-10	1.000437e+04	1.000000e+09	2.104398e+00	3.017798e-01	
1  7.52267	7.707415e+01	2.216792e+00	9.008879e-05	9.000049e-10	1.000544e+04	1.000000e+09	2.072173e+00	3.010877e-01	
3  7.72396	7.683603e+01	2.237675e+00	9.009455e-05	8.999949e-10	1.000572e+04	1.000000e+09	2.157317e+00	3.016731e-01	
1  8.39741	7.903608e+01	2.272169e+00	9.005101e-05	8.999853e-10	1.000580e+04	1.000000e+09	2.652135e+00	3.001446e-01	
1  9.02235	7.959742e+01	2.247592e+00	9.002960e-05	8.999781e-10	1.000652e+04	1.000000e+09	1.880287e+00	2.992454e-01	
3  7.79579	7.904693e+01	2.259760e+00	8.996132e-05	8.999763e-10	1.000594e+04	1.000000e+09	2.246613e+00	2.999360e-01	
4  7.86881	7.841393e+01	2.244249e+00	8.977599e-05	8.999706e-10	1.000447e+04	1.000000e+09	1.948158e+00	3.002700e-01	
1  7.87609	7.868714e+01	2.231310e+00	8.985624e-05	8.999827e-10	1.000366e+04	1.000000e+09	2.002605e+00	2.998080e-01	
1  7.80055	7.870217e+01	2.278208e+00	8.987222e-05	8.999900e-10	1.000388e+04	1.000000e+09	2.320074e+00	3.005514e-01	
1  7.79379	7.876000e+01	2.294974e+00	8.985220e-05	9.000003e-10	1.000348e+04	1.000000e+09	2.304046e+00	3.007676e-01	
4  7.8231	7.907055e+01	2.279478e+00	8.992794e-05	8.999996e-10	1.000391e+04	1.000000e+09	2.194114e+00	3.002298e-01	
1  7.73311	7.810920e+01	2.296564e+00	8.976585e-05	8.999967e-10	1.000279e+04	1.000000e+09	2.262929e+00	3.014128e-01	
1  7.68156	7.838749e+01	2.286176e+00	8.979281e-05	9.000076e-10	1.000291e+04	1.000000e+09	2.203599e+00	3.009769e-01	
