2  25370.8	2.225891e+00	1.172570e-01	2.226964e+00	9.661881e-01	7.373171e-02	-9.732702e-01	4.288203e-02	-1.963306e-02	-9.142900e-01	6.880557e-01	1.017445e+01	6.687646e+01	6.119838e-01	
1  24940.2	2.216085e+00	1.174522e-01	2.220490e+00	9.685446e-01	7.521233e-02	-9.605914e-01	2.707474e-02	-1.069574e-02	-9.059904e-01	6.807371e-01	1.033975e+01	6.612851e+01	6.108102e-01	
1  24650.4	2.208879e+00	1.186822e-01	2.283764e+00	9.669375e-01	9.000399e-02	-9.464657e-01	3.065841e-04	-2.689489e-02	-9.284382e-01	6.750872e-01	1.169302e+01	6.582231e+01	6.280369e-01	
1  20515.4	2.201440e+00	1.174282e-01	2.349462e+00	9.654593e-01	7.696538e-02	-9.639820e-01	-3.006919e-02	-1.108697e-02	-9.066130e-01	6.658054e-01	1.049803e+01	6.459488e+01	6.342049e-01	
5  19761.8	2.212201e+00	1.178606e-01	2.305518e+00	9.627885e-01	7.079983e-02	-9.968208e-01	-8.462924e-02	2.595272e-02	-8.904825e-01	6.647956e-01	9.888779e+00	6.462226e+01	6.336528e-01	
1  17033.1	2.216774e+00	1.165480e-01	2.312432e+00	9.634267e-01	6.863164e-02	-1.032702e+00	-1.325214e-01	2.400976e-02	-8.605830e-01	6.583886e-01	9.613983e+00	6.372307e+01	6.352451e-01	
6  16142.7	2.223371e+00	1.139803e-01	2.290889e+00	9.607407e-01	7.224386e-02	-9.892469e-01	-1.312497e-01	3.243939e-02	-8.254042e-01	6.480052e-01	9.902115e+00	6.220749e+01	6.095742e-01	
1  16066.9	2.230356e+00	1.145700e-01	2.277381e+00	9.673946e-01	6.460709e-02	-9.652191e-01	-1.576355e-01	3.970218e-02	-7.971777e-01	6.402335e-01	9.184067e+00	6.168073e+01	6.049799e-01	
1  15759.1	2.231854e+00	1.130189e-01	2.300701e+00	9.686916e-01	6.017657e-02	-9.878913e-01	-1.197682e-01	2.379572e-02	-8.249473e-01	6.492137e-01	8.703262e+00	6.211374e+01	6.077982e-01	
1  15038.8	2.234592e+00	1.137124e-01	2.367528e+00	9.675798e-01	7.206258e-02	-9.768048e-01	-1.362671e-01	2.708281e-02	-8.079892e-01	6.365061e-01	9.842453e+00	6.118064e+01	6.166739e-01	
1  14661.3	2.244458e+00	1.133429e-01	2.365516e+00	9.691767e-01	6.603805e-02	-9.861004e-01	-1.219666e-01	3.769895e-02	-7.768962e-01	6.288963e-01	9.245132e+00	6.048982e+01	6.110789e-01	
1  13912.2	2.242351e+00	1.130346e-01	2.316930e+00	9.620315e-01	7.689742e-02	-9.659723e-01	-1.649739e-01	2.539850e-02	-7.646427e-01	6.261208e-01	1.025658e+01	6.019173e+01	6.007255e-01	
2  13349.5	2.253892e+00	1.118026e-01	2.364256e+00	9.631885e-01	6.085139e-02	-1.013851e+00	-1.544103e-01	3.256405e-03	-7.674500e-01	6.255059e-01	8.652023e+00	5.989392e+01	6.109998e-01	
6  9826.26	2.262587e+00	1.101990e-01	2.339217e+00	9.624955e-01	7.494213e-02	-1.064449e+00	-2.264903e-01	-1.215376e-02	-7.769187e-01	6.208061e-01	9.857895e+00	5.918465e+01	6.157268e-01	
1  9092.17	2.281941e+00	1.092645e-01	2.301246e+00	9.615740e-01	8.705518e-02	-1.083376e+00	-2.334931e-01	-5.626246e-03	-7.512471e-01	6.238245e-01	1.085074e+01	5.925564e+01	6.053707e-01	
1  9082.68	2.270450e+00	1.093708e-01	2.348201e+00	9.622050e-01	9.417182e-02	-1.054760e+00	-2.568169e-01	-1.710091e-03	-7.828353e-01	6.212827e-01	1.147403e+01	5.905454e+01	6.134194e-01	
