2  29767.6	2.209410e+00	1.186980e-01	2.149090e+00	9.691351e-01	9.350567e-02	-1.002658e+00	7.309556e-03	1.181174e-02	-8.437405e-01	6.785079e-01	1.204538e+01	6.617652e+01	6.047306e-01	
1  29480.6	2.219153e+00	1.200896e-01	2.112021e+00	9.719487e-01	9.324276e-02	-1.010231e+00	-5.228694e-02	-1.226082e-02	-8.587829e-01	6.720036e-01	1.197659e+01	6.586265e+01	6.142835e-01	
2  22269.7	2.230576e+00	1.204444e-01	2.175389e+00	9.722611e-01	7.162487e-02	-1.007964e+00	-4.695828e-02	-4.035321e-02	-9.066720e-01	6.653733e-01	9.953354e+00	6.531425e+01	6.322260e-01	
1  20828.1	2.233021e+00	1.202970e-01	2.156798e+00	9.651231e-01	5.769112e-02	-1.034972e+00	-4.376842e-02	-1.726785e-02	-8.975371e-01	6.636218e-01	8.575516e+00	6.511593e+01	6.292098e-01	
1  19286.3	2.226808e+00	1.224890e-01	2.173409e+00	9.592314e-01	4.656628e-02	-1.050013e+00	-6.883721e-02	2.590383e-02	-8.647141e-01	6.484339e-01	7.437729e+00	6.416769e+01	6.373383e-01	
2  15961.6	2.207144e+00	1.214512e-01	2.122826e+00	9.629346e-01	3.291258e-02	-1.069825e+00	-1.995125e-02	3.605171e-02	-8.939489e-01	6.302148e-01	5.814926e+00	6.229962e+01	6.322257e-01	
4  15880.8	2.222039e+00	1.232961e-01	2.121799e+00	9.596364e-01	2.694222e-02	-1.073433e+00	1.273692e-02	3.471787e-02	-8.897164e-01	6.212675e-01	5.028793e+00	6.198546e+01	6.362345e-01	
2  15410.1	2.224419e+00	1.231756e-01	2.070156e+00	9.608289e-01	1.615321e-02	-1.063855e+00	-1.802269e-02	5.928833e-02	-8.802565e-01	6.151021e-01	3.420555e+00	6.146657e+01	6.261591e-01	
2  15141.4	2.220702e+00	1.242615e-01	2.065900e+00	9.634012e-01	1.308001e-02	-1.070187e+00	-4.619323e-02	9.973474e-03	-9.085471e-01	6.173607e-01	2.898338e+00	6.186962e+01	6.386432e-01	
1  14128.6	2.231436e+00	1.235579e-01	2.108942e+00	9.639309e-01	3.104204e-02	-1.080246e+00	-3.031294e-02	-2.631146e-02	-8.918123e-01	6.118139e-01	5.524338e+00	6.130084e+01	6.431947e-01	
5  13448.4	2.226949e+00	1.242211e-01	2.133442e+00	9.625355e-01	1.436788e-02	-1.104718e+00	-8.726383e-03	7.577945e-03	-9.142602e-01	6.049275e-01	3.094521e+00	6.089287e+01	6.527813e-01	
6  12297	2.234082e+00	1.240328e-01	2.075414e+00	9.606915e-01	1.243368e-02	-1.109620e+00	-1.100645e-02	-1.593257e-02	-9.080918e-01	5.973581e-01	2.735497e+00	6.029370e+01	6.439342e-01	
2  11002.9	2.249471e+00	1.222723e-01	2.037643e+00	9.623898e-01	1.025080e-02	-1.160169e+00	-3.510372e-02	6.924990e-02	-8.739409e-01	5.959909e-01	2.294350e+00	5.986035e+01	6.322558e-01	
